Population,Latitude,Longitude,Year_start,Year_end,Block,Line,Replicate,Sex,Cold_recovery_time
Maryborough,-25.545,152.69,2004,2004,1,1,1,female,34.833
Maryborough,-25.545,152.69,2004,2004,1,1,2,female,87.533
Maryborough,-25.545,152.69,2004,2004,1,2,1,female,69.000
Maryborough,-25.545,152.69,2004,2004,1,2,2,female,95.917
Maryborough,-25.545,152.69,2004,2004,1,3,3,female,64.233
Maryborough,-25.545,152.69,2004,2004,1,3,2,female,98.383
Maryborough,-25.545,152.69,2004,2004,1,5,3,female,77.133
Maryborough,-25.545,152.69,2004,2004,1,6,2,female,36.833
Maryborough,-25.545,152.69,2004,2004,1,6,1,female,58.067
Maryborough,-25.545,152.69,2004,2004,1,7,3,female,67.633
Maryborough,-25.545,152.69,2004,2004,1,7,2,female,78.383
Maryborough,-25.545,152.69,2004,2004,1,9,1,female,45.233
Maryborough,-25.545,152.69,2004,2004,1,9,1,female,57.633
Maryborough,-25.545,152.69,2004,2004,1,10,2,female,12.233
Maryborough,-25.545,152.69,2004,2004,1,10,3,female,72.150
Maryborough,-25.545,152.69,2004,2004,1,11,2,female,69.000
Maryborough,-25.545,152.69,2004,2004,1,11,3,female,75.317
Maryborough,-25.545,152.69,2004,2004,1,12,1,female,78.300
Maryborough,-25.545,152.69,2004,2004,1,12,3,female,86.000
Maryborough,-25.545,152.69,2004,2004,1,14,1,female,25.633
Maryborough,-25.545,152.69,2004,2004,1,14,2,female,25.633
Maryborough,-25.545,152.69,2004,2004,1,16,2,female,17.633
Maryborough,-25.545,152.69,2004,2004,1,16,3,female,65.633
Maryborough,-25.545,152.69,2004,2004,1,17,2,female,72.183
Maryborough,-25.545,152.69,2004,2004,1,17,1,female,74.500
Maryborough,-25.545,152.69,2004,2004,1,19,2,female,23.217
Maryborough,-25.545,152.69,2004,2004,1,19,3,female,88.667
Maryborough,-25.545,152.69,2004,2004,1,20,3,female,48.417
Maryborough,-25.545,152.69,2004,2004,1,20,2,female,60.567
Maryborough,-25.545,152.69,2004,2004,1,22,3,female,31.900
Maryborough,-25.545,152.69,2004,2004,1,22,1,female,36.533
Maryborough,-25.545,152.69,2004,2004,1,23,2,female,73.567
Maryborough,-25.545,152.69,2004,2004,1,23,1,female,76.767
Maryborough,-25.545,152.69,2004,2004,1,26,2,female,56.183
Maryborough,-25.545,152.69,2004,2004,1,26,1,female,64.983
Maryborough,-25.545,152.69,2004,2004,1,27,2,female,64.417
Maryborough,-25.545,152.69,2004,2004,1,27,1,female,135.700
Maryborough,-25.545,152.69,2004,2004,1,28,1,female,65.900
Maryborough,-25.545,152.69,2004,2004,1,28,2,female,72.517
Maryborough,-25.545,152.69,2004,2004,1,29,1,female,68.450
Maryborough,-25.545,152.69,2004,2004,1,29,2,female,74.867
Maryborough,-25.545,152.69,2004,2004,2,1,2,female,56.683
Maryborough,-25.545,152.69,2004,2004,2,1,3,female,61.917
Maryborough,-25.545,152.69,2004,2004,2,2,3,female,44.750
Maryborough,-25.545,152.69,2004,2004,2,2,1,female,61.083
Maryborough,-25.545,152.69,2004,2004,2,3,2,female,63.417
Maryborough,-25.545,152.69,2004,2004,2,5,1,female,66.000
Maryborough,-25.545,152.69,2004,2004,2,5,2,female,89.633
Maryborough,-25.545,152.69,2004,2004,2,6,2,female,53.667
Maryborough,-25.545,152.69,2004,2004,2,6,1,female,66.417
Maryborough,-25.545,152.69,2004,2004,2,7,3,female,72.483
Maryborough,-25.545,152.69,2004,2004,2,9,1,female,42.250
Maryborough,-25.545,152.69,2004,2004,2,9,2,female,47.450
Maryborough,-25.545,152.69,2004,2004,2,10,1,female,59.083
Maryborough,-25.545,152.69,2004,2004,2,11,1,female,43.150
Maryborough,-25.545,152.69,2004,2004,2,11,3,female,60.833
Maryborough,-25.545,152.69,2004,2004,2,12,3,female,59.417
Maryborough,-25.545,152.69,2004,2004,2,12,2,female,72.900
Maryborough,-25.545,152.69,2004,2004,2,14,3,female,49.750
Maryborough,-25.545,152.69,2004,2004,2,14,3,female,52.800
Maryborough,-25.545,152.69,2004,2004,2,14,1,female,64.650
Maryborough,-25.545,152.69,2004,2004,2,16,1,female,47.450
Maryborough,-25.545,152.69,2004,2004,2,16,3,female,56.683
Maryborough,-25.545,152.69,2004,2004,2,17,3,female,45.817
Maryborough,-25.545,152.69,2004,2004,2,17,2,female,54.550
Maryborough,-25.545,152.69,2004,2004,2,19,3,female,62.417
Maryborough,-25.545,152.69,2004,2004,2,19,3,female,70.967
Maryborough,-25.545,152.69,2004,2004,2,20,3,female,60.233
Maryborough,-25.545,152.69,2004,2004,2,20,1,female,65.567
Maryborough,-25.545,152.69,2004,2004,2,22,2,female,61.350
Maryborough,-25.545,152.69,2004,2004,2,22,3,female,70.750
Maryborough,-25.545,152.69,2004,2004,2,23,2,female,82.750
Maryborough,-25.545,152.69,2004,2004,2,26,2,female,49.750
Maryborough,-25.545,152.69,2004,2004,2,27,2,female,53.833
Maryborough,-25.545,152.69,2004,2004,2,27,3,female,54.150
Maryborough,-25.545,152.69,2004,2004,2,28,2,female,46.033
Maryborough,-25.545,152.69,2004,2004,2,28,1,female,55.967
Maryborough,-25.545,152.69,2004,2004,2,29,3,female,5.817
Maryborough,-25.545,152.69,2004,2004,2,29,2,female,32.283
Maryborough,-25.545,152.69,2004,2004,1,2,3,male,32.50
Maryborough,-25.545,152.69,2004,2004,1,3,4,male,53.55
Maryborough,-25.545,152.69,2004,2004,1,3,3,male,109.14
Maryborough,-25.545,152.69,2004,2004,1,4,4,male,46.17
Maryborough,-25.545,152.69,2004,2004,1,4,3,male,61.24
Maryborough,-25.545,152.69,2004,2004,1,5,3,male,62.05
Maryborough,-25.545,152.69,2004,2004,1,5,4,male,65.57
Maryborough,-25.545,152.69,2004,2004,1,7,4,male,24.31
Maryborough,-25.545,152.69,2004,2004,1,7,3,male,50.15
Maryborough,-25.545,152.69,2004,2004,1,9,3,male,70.30
Maryborough,-25.545,152.69,2004,2004,1,10,3,male,43.10
Maryborough,-25.545,152.69,2004,2004,1,12,3,male,84.28
Maryborough,-25.545,152.69,2004,2004,1,14,4,male,46.19
Maryborough,-25.545,152.69,2004,2004,1,14,3,male,52.40
Maryborough,-25.545,152.69,2004,2004,1,16,3,male,51.39
Maryborough,-25.545,152.69,2004,2004,1,18,3,male,56.15
Maryborough,-25.545,152.69,2004,2004,1,18,3,male,63.44
Maryborough,-25.545,152.69,2004,2004,1,18,4,male,87.30
Maryborough,-25.545,152.69,2004,2004,1,20,3,male,33.31
Maryborough,-25.545,152.69,2004,2004,1,20,4,male,36.59
Maryborough,-25.545,152.69,2004,2004,1,20,4,male,59.10
Maryborough,-25.545,152.69,2004,2004,1,22,4,male,45.29
Maryborough,-25.545,152.69,2004,2004,1,22,3,male,76.21
Maryborough,-25.545,152.69,2004,2004,1,23,4,male,43.10
Maryborough,-25.545,152.69,2004,2004,1,23,4,male,56.45
Maryborough,-25.545,152.69,2004,2004,1,23,3,male,60.30
Maryborough,-25.545,152.69,2004,2004,1,26,3,male,33.50
Maryborough,-25.545,152.69,2004,2004,1,27,3,male,59.26
Maryborough,-25.545,152.69,2004,2004,1,28,3,male,30.00
Maryborough,-25.545,152.69,2004,2004,1,29,4,male,62.40
Maryborough,-25.545,152.69,2004,2004,1,29,3,male,66.13
Maryborough,-25.545,152.69,2004,2004,2,1,3,male,22.50
Maryborough,-25.545,152.69,2004,2004,2,2,4,male,53.52
Maryborough,-25.545,152.69,2004,2004,2,2,3,male,66.38
Maryborough,-25.545,152.69,2004,2004,2,3,3,male,59.45
Maryborough,-25.545,152.69,2004,2004,2,4,3,male,52.16
Maryborough,-25.545,152.69,2004,2004,2,5,3,male,55.02
Maryborough,-25.545,152.69,2004,2004,2,7,3,male,63.30
Maryborough,-25.545,152.69,2004,2004,2,9,3,male,49.24
Maryborough,-25.545,152.69,2004,2004,2,10,3,male,86.40
Maryborough,-25.545,152.69,2004,2004,2,11,4,male,44.01
Maryborough,-25.545,152.69,2004,2004,2,11,3,male,85.18
Maryborough,-25.545,152.69,2004,2004,2,12,3,male,44.40
Maryborough,-25.545,152.69,2004,2004,2,12,4,male,44.58
Maryborough,-25.545,152.69,2004,2004,2,12,4,male,50.36
Maryborough,-25.545,152.69,2004,2004,2,14,3,male,45.38
Maryborough,-25.545,152.69,2004,2004,2,16,3,male,35.56
Maryborough,-25.545,152.69,2004,2004,2,16,4,male,37.23
Maryborough,-25.545,152.69,2004,2004,2,17,3,male,56.23
Maryborough,-25.545,152.69,2004,2004,2,20,3,male,41.30
Maryborough,-25.545,152.69,2004,2004,2,22,3,male,79.38
Maryborough,-25.545,152.69,2004,2004,2,23,3,male,54.57
Maryborough,-25.545,152.69,2004,2004,2,26,3,male,27.32
Maryborough,-25.545,152.69,2004,2004,2,26,4,male,68.55
Maryborough,-25.545,152.69,2004,2004,2,27,4,male,41.03
Maryborough,-25.545,152.69,2004,2004,2,27,3,male,41.29
Maryborough,-25.545,152.69,2004,2004,2,28,3,male,48.43
Maryborough,-25.545,152.69,2004,2004,2,28,4,male,74.24
Maryborough,-25.545,152.69,2004,2004,2,29,3,male,55.43
Maryborough,-25.545,152.69,2004,2004,2,29,4,male,62.29
Maryborough,-25.545,152.69,2004,2004,3,1,3,male,39.49
Maryborough,-25.545,152.69,2004,2004,3,1,4,male,54.45
Maryborough,-25.545,152.69,2004,2004,3,2,4,male,52.48
Maryborough,-25.545,152.69,2004,2004,3,3,4,male,57.32
Maryborough,-25.545,152.69,2004,2004,3,5,4,male,65.44
Maryborough,-25.545,152.69,2004,2004,3,7,4,male,26.21
Maryborough,-25.545,152.69,2004,2004,3,9,4,male,26.32
Maryborough,-25.545,152.69,2004,2004,3,9,4,male,54.37
Maryborough,-25.545,152.69,2004,2004,3,10,4,male,61.56
Maryborough,-25.545,152.69,2004,2004,3,11,3,male,44.59
Maryborough,-25.545,152.69,2004,2004,3,14,4,male,64.08
Maryborough,-25.545,152.69,2004,2004,3,16,4,male,25.34
Maryborough,-25.545,152.69,2004,2004,3,17,3,male,40.45
Maryborough,-25.545,152.69,2004,2004,3,17,4,male,48.01
Maryborough,-25.545,152.69,2004,2004,3,22,4,male,98.41
Maryborough,-25.545,152.69,2004,2004,3,24,4,male,62.18
Maryborough,-25.545,152.69,2004,2004,3,26,4,male,53.30
Maryborough,-25.545,152.69,2004,2004,3,27,4,male,72.46
Brisbane,-27.611,153.30,2004,2004,1,1,3,female,52.617
Brisbane,-27.611,153.30,2004,2004,1,1,1,female,62.800
Brisbane,-27.611,153.30,2004,2004,1,2,1,female,70.883
Brisbane,-27.611,153.30,2004,2004,1,2,2,female,79.867
Brisbane,-27.611,153.30,2004,2004,1,3,1,female,61.033
Brisbane,-27.611,153.30,2004,2004,1,3,3,female,84.183
Brisbane,-27.611,153.30,2004,2004,1,4,3,female,37.500
Brisbane,-27.611,153.30,2004,2004,1,4,1,female,41.067
Brisbane,-27.611,153.30,2004,2004,1,4,2,female,91.417
Brisbane,-27.611,153.30,2004,2004,1,7,3,female,83.717
Brisbane,-27.611,153.30,2004,2004,1,7,1,female,83.867
Brisbane,-27.611,153.30,2004,2004,1,8,2,female,51.217
Brisbane,-27.611,153.30,2004,2004,1,8,1,female,73.567
Brisbane,-27.611,153.30,2004,2004,1,9,3,female,57.833
Brisbane,-27.611,153.30,2004,2004,1,9,1,female,90.833
Brisbane,-27.611,153.30,2004,2004,1,10,3,female,52.950
Brisbane,-27.611,153.30,2004,2004,1,10,2,female,64.850
Brisbane,-27.611,153.30,2004,2004,1,12,3,female,62.817
Brisbane,-27.611,153.30,2004,2004,1,12,2,female,72.733
Brisbane,-27.611,153.30,2004,2004,1,13,3,female,69.583
Brisbane,-27.611,153.30,2004,2004,1,13,1,female,81.867
Brisbane,-27.611,153.30,2004,2004,2,1,3,female,39.667
Brisbane,-27.611,153.30,2004,2004,2,1,3,female,59.383
Brisbane,-27.611,153.30,2004,2004,2,2,1,female,47.783
Brisbane,-27.611,153.30,2004,2004,2,3,3,female,49.433
Brisbane,-27.611,153.30,2004,2004,2,3,2,female,63.950
Brisbane,-27.611,153.30,2004,2004,2,7,1,female,62.550
Brisbane,-27.611,153.30,2004,2004,2,7,3,female,81.133
Brisbane,-27.611,153.30,2004,2004,2,8,2,female,49.750
Brisbane,-27.611,153.30,2004,2004,2,9,1,female,65.667
Brisbane,-27.611,153.30,2004,2004,2,9,3,female,91.267
Brisbane,-27.611,153.30,2004,2004,2,10,2,female,44.033
Brisbane,-27.611,153.30,2004,2004,2,10,1,female,60.000
Brisbane,-27.611,153.30,2004,2004,2,11,2,female,50.333
Brisbane,-27.611,153.30,2004,2004,2,11,2,female,68.283
Brisbane,-27.611,153.30,2004,2004,2,11,3,female,70.617
Brisbane,-27.611,153.30,2004,2004,2,12,1,female,51.450
Brisbane,-27.611,153.30,2004,2004,2,13,1,female,96.900
Brisbane,-27.611,153.30,2004,2004,1,1,3,male,55.44
Brisbane,-27.611,153.30,2004,2004,1,2,3,male,14.38
Brisbane,-27.611,153.30,2004,2004,1,2,4,male,64.23
Brisbane,-27.611,153.30,2004,2004,1,3,3,male,53.27
Brisbane,-27.611,153.30,2004,2004,1,3,4,male,67.09
Brisbane,-27.611,153.30,2004,2004,1,5,3,male,56.44
Brisbane,-27.611,153.30,2004,2004,1,8,3,male,46.03
Brisbane,-27.611,153.30,2004,2004,1,8,4,male,63.32
Brisbane,-27.611,153.30,2004,2004,1,9,4,male,63.13
Brisbane,-27.611,153.30,2004,2004,1,10,3,male,43.32
Brisbane,-27.611,153.30,2004,2004,1,10,4,male,56.43
Brisbane,-27.611,153.30,2004,2004,1,12,3,male,36.50
Brisbane,-27.611,153.30,2004,2004,2,1,4,male,30.09
Brisbane,-27.611,153.30,2004,2004,2,1,3,male,31.15
Brisbane,-27.611,153.30,2004,2004,2,2,3,male,18.36
Brisbane,-27.611,153.30,2004,2004,2,3,3,male,58.02
Brisbane,-27.611,153.30,2004,2004,2,5,3,male,38.15
Brisbane,-27.611,153.30,2004,2004,2,5,4,male,57.53
Brisbane,-27.611,153.30,2004,2004,2,8,3,male,45.13
Brisbane,-27.611,153.30,2004,2004,2,9,3,male,74.01
Brisbane,-27.611,153.30,2004,2004,2,10,3,male,50.30
Brisbane,-27.611,153.30,2004,2004,2,12,3,male,29.40
Brisbane,-27.611,153.30,2004,2004,3,1,4,male,40.10
Brisbane,-27.611,153.30,2004,2004,3,2,4,male,44.54
Brisbane,-27.611,153.30,2004,2004,3,3,4,male,64.40
Brisbane,-27.611,153.30,2004,2004,3,5,4,male,66.36
Brisbane,-27.611,153.30,2004,2004,3,8,4,male,61.29
Brisbane,-27.611,153.30,2004,2004,3,9,4,male,52.04
Brisbane,-27.611,153.30,2004,2004,3,10,4,male,56.50
Brisbane,-27.611,153.30,2004,2004,3,12,4,male,59.10
Brisbane,-27.611,153.30,2004,2004,3,13,4,male,38.05
Brisbane,-27.611,153.30,2004,2004,3,13,4,male,68.19
Brisbane,-27.611,153.30,2004,2004,3,13,4,male,96.50
Kingscliff,-28.265,153.58,2004,2004,1,1,3,female,64.583
Kingscliff,-28.265,153.58,2004,2004,1,1,1,female,95.117
Kingscliff,-28.265,153.58,2004,2004,1,3,1,female,62.217
Kingscliff,-28.265,153.58,2004,2004,1,3,2,female,69.983
Kingscliff,-28.265,153.58,2004,2004,1,4,3,female,61.000
Kingscliff,-28.265,153.58,2004,2004,1,4,3,female,69.417
Kingscliff,-28.265,153.58,2004,2004,1,5,3,female,45.317
Kingscliff,-28.265,153.58,2004,2004,1,5,1,female,75.883
Kingscliff,-28.265,153.58,2004,2004,1,7,1,female,28.533
Kingscliff,-28.265,153.58,2004,2004,1,7,2,female,64.100
Kingscliff,-28.265,153.58,2004,2004,1,8,3,female,65.000
Kingscliff,-28.265,153.58,2004,2004,1,8,2,female,71.283
Kingscliff,-28.265,153.58,2004,2004,1,9,1,female,68.833
Kingscliff,-28.265,153.58,2004,2004,1,9,2,female,71.567
Kingscliff,-28.265,153.58,2004,2004,1,10,3,female,69.133
Kingscliff,-28.265,153.58,2004,2004,1,10,1,female,70.167
Kingscliff,-28.265,153.58,2004,2004,1,11,2,female,53.583
Kingscliff,-28.265,153.58,2004,2004,1,12,3,female,71.733
Kingscliff,-28.265,153.58,2004,2004,1,12,2,female,78.467
Kingscliff,-28.265,153.58,2004,2004,1,14,1,female,65.650
Kingscliff,-28.265,153.58,2004,2004,1,14,2,female,67.600
Kingscliff,-28.265,153.58,2004,2004,1,16,2,female,61.983
Kingscliff,-28.265,153.58,2004,2004,1,16,3,female,67.267
Kingscliff,-28.265,153.58,2004,2004,1,17,1,female,62.667
Kingscliff,-28.265,153.58,2004,2004,1,19,2,female,63.000
Kingscliff,-28.265,153.58,2004,2004,1,19,1,female,67.417
Kingscliff,-28.265,153.58,2004,2004,2,1,2,female,35.950
Kingscliff,-28.265,153.58,2004,2004,2,1,3,female,59.850
Kingscliff,-28.265,153.58,2004,2004,2,3,3,female,54.550
Kingscliff,-28.265,153.58,2004,2004,2,3,2,female,61.917
Kingscliff,-28.265,153.58,2004,2004,2,4,3,female,51.700
Kingscliff,-28.265,153.58,2004,2004,2,4,2,female,60.433
Kingscliff,-28.265,153.58,2004,2004,2,5,2,female,52.200
Kingscliff,-28.265,153.58,2004,2004,2,5,1,female,53.867
Kingscliff,-28.265,153.58,2004,2004,2,7,3,female,64.017
Kingscliff,-28.265,153.58,2004,2004,2,7,2,female,69.083
Kingscliff,-28.265,153.58,2004,2004,2,8,3,female,57.950
Kingscliff,-28.265,153.58,2004,2004,2,8,2,female,61.517
Kingscliff,-28.265,153.58,2004,2004,2,9,2,female,45.517
Kingscliff,-28.265,153.58,2004,2004,2,9,3,female,57.767
Kingscliff,-28.265,153.58,2004,2004,2,10,2,female,43.650
Kingscliff,-28.265,153.58,2004,2004,2,10,1,female,51.300
Kingscliff,-28.265,153.58,2004,2004,2,11,2,female,54.550
Kingscliff,-28.265,153.58,2004,2004,2,11,3,female,54.550
Kingscliff,-28.265,153.58,2004,2004,2,12,1,female,58.667
Kingscliff,-28.265,153.58,2004,2004,2,12,3,female,64.500
Kingscliff,-28.265,153.58,2004,2004,2,14,2,female,57.950
Kingscliff,-28.265,153.58,2004,2004,2,16,3,female,52.200
Kingscliff,-28.265,153.58,2004,2004,2,16,2,female,60.417
Kingscliff,-28.265,153.58,2004,2004,2,17,3,female,67.333
Kingscliff,-28.265,153.58,2004,2004,2,19,2,female,62.017
Kingscliff,-28.265,153.58,2004,2004,2,19,3,female,79.250
Kingscliff,-28.265,153.58,2004,2004,1,1,3,male,48.05
Kingscliff,-28.265,153.58,2004,2004,1,3,4,male,47.55
Kingscliff,-28.265,153.58,2004,2004,1,3,3,male,53.08
Kingscliff,-28.265,153.58,2004,2004,1,4,3,male,48.20
Kingscliff,-28.265,153.58,2004,2004,1,4,4,male,62.09
Kingscliff,-28.265,153.58,2004,2004,1,5,3,male,40.45
Kingscliff,-28.265,153.58,2004,2004,1,7,3,male,54.14
Kingscliff,-28.265,153.58,2004,2004,1,9,3,male,50.40
Kingscliff,-28.265,153.58,2004,2004,1,10,3,male,71.30
Kingscliff,-28.265,153.58,2004,2004,1,11,4,male,63.13
Kingscliff,-28.265,153.58,2004,2004,1,11,3,male,66.38
Kingscliff,-28.265,153.58,2004,2004,1,12,3,male,60.44
Kingscliff,-28.265,153.58,2004,2004,1,16,4,male,38.06
Kingscliff,-28.265,153.58,2004,2004,1,16,3,male,67.36
Kingscliff,-28.265,153.58,2004,2004,1,17,3,male,50.14
Kingscliff,-28.265,153.58,2004,2004,2,1,3,male,38.50
Kingscliff,-28.265,153.58,2004,2004,2,1,4,male,46.34
Kingscliff,-28.265,153.58,2004,2004,2,3,3,male,50.31
Kingscliff,-28.265,153.58,2004,2004,2,3,4,male,51.43
Kingscliff,-28.265,153.58,2004,2004,2,4,3,male,52.04
Kingscliff,-28.265,153.58,2004,2004,2,5,4,male,52.33
Kingscliff,-28.265,153.58,2004,2004,2,5,3,male,73.57
Kingscliff,-28.265,153.58,2004,2004,2,7,3,male,45.38
Kingscliff,-28.265,153.58,2004,2004,2,7,4,male,50.33
Kingscliff,-28.265,153.58,2004,2004,2,8,4,male,50.14
Kingscliff,-28.265,153.58,2004,2004,2,8,4,male,61.49
Kingscliff,-28.265,153.58,2004,2004,2,8,3,male,63.30
Kingscliff,-28.265,153.58,2004,2004,2,9,4,male,46.01
Kingscliff,-28.265,153.58,2004,2004,2,9,3,male,57.40
Kingscliff,-28.265,153.58,2004,2004,2,10,3,male,60.10
Kingscliff,-28.265,153.58,2004,2004,2,10,4,male,60.15
Kingscliff,-28.265,153.58,2004,2004,2,11,3,male,52.40
Kingscliff,-28.265,153.58,2004,2004,2,12,3,male,60.00
Kingscliff,-28.265,153.58,2004,2004,2,12,4,male,81.01
Kingscliff,-28.265,153.58,2004,2004,2,14,4,male,40.14
Kingscliff,-28.265,153.58,2004,2004,2,14,4,male,49.15
Kingscliff,-28.265,153.58,2004,2004,2,16,3,male,44.16
Kingscliff,-28.265,153.58,2004,2004,2,17,3,male,54.21
Kingscliff,-28.265,153.58,2004,2004,2,19,3,male,65.30
Kingscliff,-28.265,153.58,2004,2004,3,1,4,male,26.46
Kingscliff,-28.265,153.58,2004,2004,3,4,4,male,33.22
Kingscliff,-28.265,153.58,2004,2004,3,5,4,male,30.25
Kingscliff,-28.265,153.58,2004,2004,3,7,4,male,49.44
Kingscliff,-28.265,153.58,2004,2004,3,8,3,male,48.35
Kingscliff,-28.265,153.58,2004,2004,3,9,4,male,87.11
Kingscliff,-28.265,153.58,2004,2004,3,10,4,male,54.49
Kingscliff,-28.265,153.58,2004,2004,3,10,4,male,60.49
Kingscliff,-28.265,153.58,2004,2004,3,11,4,male,60.42
Kingscliff,-28.265,153.58,2004,2004,3,12,4,male,23.54
Kingscliff,-28.265,153.58,2004,2004,3,14,4,male,47.02
Kingscliff,-28.265,153.58,2004,2004,3,14,4,male,55.25
Kingscliff,-28.265,153.58,2004,2004,3,16,4,male,55.00
Kingscliff,-28.265,153.58,2004,2004,3,17,4,male,36.24
Kingscliff,-28.265,153.58,2004,2004,3,19,4,male,53.29
Kingscliff,-28.265,153.58,2004,2004,3,19,3,male,58.40
Red_Rock,-29.984,153.23,2004,2004,1,2,1,female,46.583
Red_Rock,-29.984,153.23,2004,2004,1,2,3,female,55.033
Red_Rock,-29.984,153.23,2004,2004,1,3,2,female,55.667
Red_Rock,-29.984,153.23,2004,2004,1,3,3,female,95.917
Red_Rock,-29.984,153.23,2004,2004,1,4,1,female,56.067
Red_Rock,-29.984,153.23,2004,2004,1,4,2,female,73.933
Red_Rock,-29.984,153.23,2004,2004,1,5,3,female,25.667
Red_Rock,-29.984,153.23,2004,2004,1,5,1,female,66.517
Red_Rock,-29.984,153.23,2004,2004,1,10,1,female,41.817
Red_Rock,-29.984,153.23,2004,2004,1,10,3,female,60.567
Red_Rock,-29.984,153.23,2004,2004,1,11,2,female,59.033
Red_Rock,-29.984,153.23,2004,2004,1,11,1,female,77.233
Red_Rock,-29.984,153.23,2004,2004,1,12,3,female,52.783
Red_Rock,-29.984,153.23,2004,2004,1,12,2,female,72.000
Red_Rock,-29.984,153.23,2004,2004,1,13,2,female,46.817
Red_Rock,-29.984,153.23,2004,2004,1,13,3,female,97.000
Red_Rock,-29.984,153.23,2004,2004,1,15,2,female,51.350
Red_Rock,-29.984,153.23,2004,2004,1,15,1,female,59.067
Red_Rock,-29.984,153.23,2004,2004,1,17,1,female,58.433
Red_Rock,-29.984,153.23,2004,2004,1,17,2,female,65.650
Red_Rock,-29.984,153.23,2004,2004,1,18,2,female,60.567
