Population,Latitude,Longitude,Year_start,Year_end,Block,Line,Replicate,Sex,Desiccation_resistance
Tuncurry,-32.17,152.50,2004,2004,2,16,3,female,17
Tuncurry,-32.17,152.50,2004,2004,2,17,3,female,7
Tuncurry,-32.17,152.50,2004,2004,2,18,2,female,9
Tuncurry,-32.17,152.50,2004,2004,2,18,3,female,15
Tuncurry,-32.17,152.50,2004,2004,2,20,3,female,13
Tuncurry,-32.17,152.50,2004,2004,3,3,2,female,8
Tuncurry,-32.17,152.50,2004,2004,3,5,1,female,9
Tuncurry,-32.17,152.50,2004,2004,3,5,2,female,10
Tuncurry,-32.17,152.50,2004,2004,3,7,1,female,10
Tuncurry,-32.17,152.50,2004,2004,3,7,2,female,11
Tuncurry,-32.17,152.50,2004,2004,3,8,1,female,7
Tuncurry,-32.17,152.50,2004,2004,3,8,2,female,10
Tuncurry,-32.17,152.50,2004,2004,3,9,1,female,11
Tuncurry,-32.17,152.50,2004,2004,3,9,2,female,10
Tuncurry,-32.17,152.50,2004,2004,3,10,1,female,11
Tuncurry,-32.17,152.50,2004,2004,3,11,2,female,8
Tuncurry,-32.17,152.50,2004,2004,3,12,2,female,13
Tuncurry,-32.17,152.50,2004,2004,3,13,1,female,6
Tuncurry,-32.17,152.50,2004,2004,3,13,2,female,9
Tuncurry,-32.17,152.50,2004,2004,3,14,2,female,8
Tuncurry,-32.17,152.50,2004,2004,3,15,1,female,10
Tuncurry,-32.17,152.50,2004,2004,3,16,1,female,9
Tuncurry,-32.17,152.50,2004,2004,3,16,2,female,10
Tuncurry,-32.17,152.50,2004,2004,3,17,1,female,13
Tuncurry,-32.17,152.50,2004,2004,3,17,2,female,9
Tuncurry,-32.17,152.50,2004,2004,3,17,2,female,10
Tuncurry,-32.17,152.50,2004,2004,3,18,1,female,12
Tuncurry,-32.17,152.50,2004,2004,3,20,1,female,13
Tuncurry,-32.17,152.50,2004,2004,3,20,3,female,15
Sydney,-33.955,151.11,2004,2004,1,2,1,female,10
Sydney,-33.955,151.11,2004,2004,1,3,1,female,12
Sydney,-33.955,151.11,2004,2004,1,3,2,female,8
Sydney,-33.955,151.11,2004,2004,1,5,1,female,16
Sydney,-33.955,151.11,2004,2004,1,5,2,female,6
Sydney,-33.955,151.11,2004,2004,1,6,1,female,11
Sydney,-33.955,151.11,2004,2004,1,7,1,female,8
Sydney,-33.955,151.11,2004,2004,1,7,2,female,13
Sydney,-33.955,151.11,2004,2004,1,8,1,female,8
Sydney,-33.955,151.11,2004,2004,1,8,2,female,12
Sydney,-33.955,151.11,2004,2004,1,9,1,female,9
Sydney,-33.955,151.11,2004,2004,1,10,1,female,10
Sydney,-33.955,151.11,2004,2004,1,11,1,female,12
Sydney,-33.955,151.11,2004,2004,1,11,2,female,12
Sydney,-33.955,151.11,2004,2004,1,12,1,female,9
Sydney,-33.955,151.11,2004,2004,1,14,1,female,10
Sydney,-33.955,151.11,2004,2004,1,15,1,female,15
Sydney,-33.955,151.11,2004,2004,1,15,2,female,8
Sydney,-33.955,151.11,2004,2004,1,16,1,female,14
Sydney,-33.955,151.11,2004,2004,1,16,1,female,16
Sydney,-33.955,151.11,2004,2004,1,16,2,female,12
Sydney,-33.955,151.11,2004,2004,1,17,1,female,8
Sydney,-33.955,151.11,2004,2004,2,2,2,female,11
Sydney,-33.955,151.11,2004,2004,2,2,2,female,15
Sydney,-33.955,151.11,2004,2004,2,3,1,female,13
Sydney,-33.955,151.11,2004,2004,2,3,3,female,12
Sydney,-33.955,151.11,2004,2004,2,4,1,female,12
Sydney,-33.955,151.11,2004,2004,2,4,2,female,14
Sydney,-33.955,151.11,2004,2004,2,5,3,female,13
Sydney,-33.955,151.11,2004,2004,2,6,1,female,11
Sydney,-33.955,151.11,2004,2004,2,6,2,female,11
Sydney,-33.955,151.11,2004,2004,2,7,3,female,11
Sydney,-33.955,151.11,2004,2004,2,8,3,female,15
Sydney,-33.955,151.11,2004,2004,2,9,1,female,9
Sydney,-33.955,151.11,2004,2004,2,9,2,female,7
Sydney,-33.955,151.11,2004,2004,2,10,1,female,10
Sydney,-33.955,151.11,2004,2004,2,10,2,female,8
Sydney,-33.955,151.11,2004,2004,2,11,3,female,10
Sydney,-33.955,151.11,2004,2004,2,12,3,female,19
Sydney,-33.955,151.11,2004,2004,2,14,2,female,9
Sydney,-33.955,151.11,2004,2004,2,14,3,female,10
Sydney,-33.955,151.11,2004,2004,2,15,3,female,11
Sydney,-33.955,151.11,2004,2004,2,16,1,female,14
Sydney,-33.955,151.11,2004,2004,2,16,3,female,12
Sydney,-33.955,151.11,2004,2004,2,17,2,female,8
Sydney,-33.955,151.11,2004,2004,2,17,3,female,11
Sydney,-33.955,151.11,2004,2004,3,2,2,female,11
Sydney,-33.955,151.11,2004,2004,3,3,2,female,7
Sydney,-33.955,151.11,2004,2004,3,4,2,female,8
Sydney,-33.955,151.11,2004,2004,3,5,1,female,13
Sydney,-33.955,151.11,2004,2004,3,5,2,female,9
Sydney,-33.955,151.11,2004,2004,3,6,2,female,8
Sydney,-33.955,151.11,2004,2004,3,7,1,female,12
Sydney,-33.955,151.11,2004,2004,3,7,2,female,11
Sydney,-33.955,151.11,2004,2004,3,8,3,female,8
Sydney,-33.955,151.11,2004,2004,3,9,2,female,11
Sydney,-33.955,151.11,2004,2004,3,10,2,female,7
Sydney,-33.955,151.11,2004,2004,3,11,1,female,6
Sydney,-33.955,151.11,2004,2004,3,11,2,female,10
Sydney,-33.955,151.11,2004,2004,3,12,1,female,14
Sydney,-33.955,151.11,2004,2004,3,12,2,female,10
Sydney,-33.955,151.11,2004,2004,3,14,1,female,13
Sydney,-33.955,151.11,2004,2004,3,14,2,female,13
Sydney,-33.955,151.11,2004,2004,3,15,1,female,13
Sydney,-33.955,151.11,2004,2004,3,15,2,female,11
Sydney,-33.955,151.11,2004,2004,3,16,2,female,16
Sydney,-33.955,151.11,2004,2004,3,17,1,female,13
Moruya,-35.912,150.08,2004,2004,1,1,1,female,15
Moruya,-35.912,150.08,2004,2004,1,1,2,female,10
Moruya,-35.912,150.08,2004,2004,1,2,1,female,16
Moruya,-35.912,150.08,2004,2004,1,3,1,female,14
Moruya,-35.912,150.08,2004,2004,1,4,1,female,12
Moruya,-35.912,150.08,2004,2004,1,5,1,female,9
Moruya,-35.912,150.08,2004,2004,1,5,2,female,12
Moruya,-35.912,150.08,2004,2004,1,7,1,female,14
Moruya,-35.912,150.08,2004,2004,1,7,2,female,8
Moruya,-35.912,150.08,2004,2004,1,8,1,female,8
Moruya,-35.912,150.08,2004,2004,1,9,1,female,11
Moruya,-35.912,150.08,2004,2004,1,10,1,female,5
Moruya,-35.912,150.08,2004,2004,1,11,1,female,11
Moruya,-35.912,150.08,2004,2004,1,13,1,female,17
Moruya,-35.912,150.08,2004,2004,1,13,2,female,13
Moruya,-35.912,150.08,2004,2004,1,14,1,female,11
Moruya,-35.912,150.08,2004,2004,1,15,1,female,9
Moruya,-35.912,150.08,2004,2004,1,15,2,female,2
Moruya,-35.912,150.08,2004,2004,1,18,1,female,7
Moruya,-35.912,150.08,2004,2004,1,18,2,female,13
Moruya,-35.912,150.08,2004,2004,1,20,1,female,11
Moruya,-35.912,150.08,2004,2004,2,1,1,female,17
Moruya,-35.912,150.08,2004,2004,2,1,3,female,13
Moruya,-35.912,150.08,2004,2004,2,2,2,female,11
Moruya,-35.912,150.08,2004,2004,2,2,3,female,15
Moruya,-35.912,150.08,2004,2004,2,3,2,female,14
Moruya,-35.912,150.08,2004,2004,2,3,3,female,9
Moruya,-35.912,150.08,2004,2004,2,4,2,female,9
Moruya,-35.912,150.08,2004,2004,2,4,3,female,11
Moruya,-35.912,150.08,2004,2004,2,5,3,female,11
Moruya,-35.912,150.08,2004,2004,2,7,3,female,12
Moruya,-35.912,150.08,2004,2004,2,8,2,female,15
Moruya,-35.912,150.08,2004,2004,2,8,3,female,17
Moruya,-35.912,150.08,2004,2004,2,9,2,female,10
Moruya,-35.912,150.08,2004,2004,2,9,3,female,20
Moruya,-35.912,150.08,2004,2004,2,10,3,female,4
Moruya,-35.912,150.08,2004,2004,2,11,2,female,11
Moruya,-35.912,150.08,2004,2004,2,13,3,female,13
Moruya,-35.912,150.08,2004,2004,2,14,2,female,11
Moruya,-35.912,150.08,2004,2004,2,14,3,female,11
Moruya,-35.912,150.08,2004,2004,2,15,3,female,10
Moruya,-35.912,150.08,2004,2004,2,18,1,female,11
Moruya,-35.912,150.08,2004,2004,2,18,3,female,9
Moruya,-35.912,150.08,2004,2004,2,20,1,female,11
Moruya,-35.912,150.08,2004,2004,2,20,2,female,11
Moruya,-35.912,150.08,2004,2004,3,1,2,female,7
Moruya,-35.912,150.08,2004,2004,3,2,1,female,14
Moruya,-35.912,150.08,2004,2004,3,2,2,female,14
Moruya,-35.912,150.08,2004,2004,3,3,1,female,18
Moruya,-35.912,150.08,2004,2004,3,3,3,female,10
Moruya,-35.912,150.08,2004,2004,3,4,1,female,12
Moruya,-35.912,150.08,2004,2004,3,5,1,female,11
Moruya,-35.912,150.08,2004,2004,3,5,2,female,10
Moruya,-35.912,150.08,2004,2004,3,7,1,female,13
Moruya,-35.912,150.08,2004,2004,3,7,2,female,7
Moruya,-35.912,150.08,2004,2004,3,8,1,female,8
Moruya,-35.912,150.08,2004,2004,3,8,3,female,10
Moruya,-35.912,150.08,2004,2004,3,9,1,female,16
Moruya,-35.912,150.08,2004,2004,3,9,2,female,11
Moruya,-35.912,150.08,2004,2004,3,10,1,female,16
Moruya,-35.912,150.08,2004,2004,3,10,2,female,10
Moruya,-35.912,150.08,2004,2004,3,11,1,female,6
Moruya,-35.912,150.08,2004,2004,3,11,2,female,9
Moruya,-35.912,150.08,2004,2004,3,13,1,female,13
Moruya,-35.912,150.08,2004,2004,3,13,2,female,5
Moruya,-35.912,150.08,2004,2004,3,14,1,female,8
Moruya,-35.912,150.08,2004,2004,3,14,2,female,14
Moruya,-35.912,150.08,2004,2004,3,15,2,female,10
Moruya,-35.912,150.08,2004,2004,3,15,3,female,8
Moruya,-35.912,150.08,2004,2004,3,18,2,female,9
Moruya,-35.912,150.08,2004,2004,3,20,2,female,10
Greensborough,-37.70,145.10,2004,2004,1,1,1,female,10
Greensborough,-37.70,145.10,2004,2004,1,2,1,female,13
Greensborough,-37.70,145.10,2004,2004,1,3,2,female,9
Greensborough,-37.70,145.10,2004,2004,1,4,1,female,10
Greensborough,-37.70,145.10,2004,2004,1,4,2,female,8
Greensborough,-37.70,145.10,2004,2004,1,5,1,female,9
Greensborough,-37.70,145.10,2004,2004,1,5,2,female,10
Greensborough,-37.70,145.10,2004,2004,1,6,1,female,14
Greensborough,-37.70,145.10,2004,2004,1,6,2,female,14
Greensborough,-37.70,145.10,2004,2004,1,7,1,female,6
Greensborough,-37.70,145.10,2004,2004,1,7,2,female,14
Greensborough,-37.70,145.10,2004,2004,1,10,1,female,16
Greensborough,-37.70,145.10,2004,2004,1,11,1,female,14
Greensborough,-37.70,145.10,2004,2004,1,12,1,female,11
Greensborough,-37.70,145.10,2004,2004,1,12,2,female,11
Greensborough,-37.70,145.10,2004,2004,1,13,1,female,16
Greensborough,-37.70,145.10,2004,2004,1,14,1,female,10
Greensborough,-37.70,145.10,2004,2004,1,14,2,female,16
Greensborough,-37.70,145.10,2004,2004,1,15,1,female,12
Greensborough,-37.70,145.10,2004,2004,1,15,2,female,13
Greensborough,-37.70,145.10,2004,2004,1,16,1,female,14
Greensborough,-37.70,145.10,2004,2004,1,16,2,female,15
Greensborough,-37.70,145.10,2004,2004,1,18,1,female,5
Greensborough,-37.70,145.10,2004,2004,1,19,1,female,10
Greensborough,-37.70,145.10,2004,2004,2,1,2,female,8
Greensborough,-37.70,145.10,2004,2004,2,1,3,female,12
Greensborough,-37.70,145.10,2004,2004,2,2,2,female,11
Greensborough,-37.70,145.10,2004,2004,2,2,3,female,25
Greensborough,-37.70,145.10,2004,2004,2,4,3,female,9
Greensborough,-37.70,145.10,2004,2004,2,5,3,female,11
Greensborough,-37.70,145.10,2004,2004,2,6,3,female,15
Greensborough,-37.70,145.10,2004,2004,2,7,3,female,11
Greensborough,-37.70,145.10,2004,2004,2,10,2,female,11
Greensborough,-37.70,145.10,2004,2004,2,10,3,female,12
Greensborough,-37.70,145.10,2004,2004,2,11,2,female,14
Greensborough,-37.70,145.10,2004,2004,2,11,3,female,13
Greensborough,-37.70,145.10,2004,2004,2,12,3,female,9
Greensborough,-37.70,145.10,2004,2004,2,13,2,female,19
Greensborough,-37.70,145.10,2004,2004,2,13,3,female,14
Greensborough,-37.70,145.10,2004,2004,2,14,3,female,13
Greensborough,-37.70,145.10,2004,2004,2,15,3,female,8
Greensborough,-37.70,145.10,2004,2004,2,16,3,female,9
Greensborough,-37.70,145.10,2004,2004,2,18,2,female,7
Greensborough,-37.70,145.10,2004,2004,2,18,3,female,10
Greensborough,-37.70,145.10,2004,2004,2,19,1,female,10
Greensborough,-37.70,145.10,2004,2004,2,19,2,female,4
Greensborough,-37.70,145.10,2004,2004,3,1,1,female,3
Greensborough,-37.70,145.10,2004,2004,3,1,3,female,5
Greensborough,-37.70,145.10,2004,2004,3,2,1,female,8
Greensborough,-37.70,145.10,2004,2004,3,2,2,female,10
Greensborough,-37.70,145.10,2004,2004,3,3,1,female,9
Greensborough,-37.70,145.10,2004,2004,3,3,2,female,9
Greensborough,-37.70,145.10,2004,2004,3,4,1,female,6
Greensborough,-37.70,145.10,2004,2004,3,4,2,female,9
Greensborough,-37.70,145.10,2004,2004,3,5,1,female,12
Greensborough,-37.70,145.10,2004,2004,3,5,2,female,12
Greensborough,-37.70,145.10,2004,2004,3,6,1,female,6
Greensborough,-37.70,145.10,2004,2004,3,6,2,female,15
Greensborough,-37.70,145.10,2004,2004,3,7,2,female,6
Greensborough,-37.70,145.10,2004,2004,3,10,1,female,11
Greensborough,-37.70,145.10,2004,2004,3,10,2,female,13
Greensborough,-37.70,145.10,2004,2004,3,11,1,female,11
Greensborough,-37.70,145.10,2004,2004,3,11,2,female,10
Greensborough,-37.70,145.10,2004,2004,3,12,1,female,7
Greensborough,-37.70,145.10,2004,2004,3,12,2,female,11
Greensborough,-37.70,145.10,2004,2004,3,13,1,female,12
Greensborough,-37.70,145.10,2004,2004,3,13,2,female,6
Greensborough,-37.70,145.10,2004,2004,3,14,1,female,10
Greensborough,-37.70,145.10,2004,2004,3,14,2,female,12
Greensborough,-37.70,145.10,2004,2004,3,15,1,female,12
Greensborough,-37.70,145.10,2004,2004,3,15,2,female,9
Greensborough,-37.70,145.10,2004,2004,3,16,1,female,10
Greensborough,-37.70,145.10,2004,2004,3,16,2,female,7
Greensborough,-37.70,145.10,2004,2004,3,18,2,female,7
Greensborough,-37.70,145.10,2004,2004,3,18,2,female,8
Greensborough,-37.70,145.10,2004,2004,3,19,2,female,8
Legana,-41.37,147.04,2004,2004,1,5,1,female,8
Legana,-41.37,147.04,2004,2004,1,5,2,female,8
Legana,-41.37,147.04,2004,2004,1,6,1,female,17
Legana,-41.37,147.04,2004,2004,1,7,1,female,14
Legana,-41.37,147.04,2004,2004,1,7,2,female,15
Legana,-41.37,147.04,2004,2004,1,8,1,female,14
Legana,-41.37,147.04,2004,2004,1,9,1,female,15
Legana,-41.37,147.04,2004,2004,1,9,2,female,10
Legana,-41.37,147.04,2004,2004,1,10,1,female,11
Legana,-41.37,147.04,2004,2004,1,13,1,female,14
Legana,-41.37,147.04,2004,2004,1,14,1,female,13
Legana,-41.37,147.04,2004,2004,1,14,2,female,17
Legana,-41.37,147.04,2004,2004,1,15,1,female,9
Legana,-41.37,147.04,2004,2004,1,16,1,female,5
Legana,-41.37,147.04,2004,2004,1,17,1,female,12
Legana,-41.37,147.04,2004,2004,1,19,1,female,11
Legana,-41.37,147.04,2004,2004,1,20,1,female,14
Legana,-41.37,147.04,2004,2004,1,20,2,female,7
Legana,-41.37,147.04,2004,2004,2,3,2,female,6
Legana,-41.37,147.04,2004,2004,2,3,3,female,11
Legana,-41.37,147.04,2004,2004,2,5,1,female,9
Legana,-41.37,147.04,2004,2004,2,5,3,female,13
Legana,-41.37,147.04,2004,2004,2,6,1,female,8
Legana,-41.37,147.04,2004,2004,2,6,2,female,10
Legana,-41.37,147.04,2004,2004,2,7,3,female,20
Legana,-41.37,147.04,2004,2004,2,8,3,female,14
Legana,-41.37,147.04,2004,2004,2,9,3,female,12
Legana,-41.37,147.04,2004,2004,2,10,1,female,10
Legana,-41.37,147.04,2004,2004,2,10,2,female,11
Legana,-41.37,147.04,2004,2004,2,13,2,female,9
Legana,-41.37,147.04,2004,2004,2,13,3,female,8
Legana,-41.37,147.04,2004,2004,2,14,1,female,14
Legana,-41.37,147.04,2004,2004,2,14,3,female,19
Legana,-41.37,147.04,2004,2004,2,15,2,female,10
Legana,-41.37,147.04,2004,2004,2,15,3,female,13
Legana,-41.37,147.04,2004,2004,2,16,2,female,11
Legana,-41.37,147.04,2004,2004,2,16,3,female,13
Legana,-41.37,147.04,2004,2004,2,17,2,female,15
Legana,-41.37,147.04,2004,2004,2,17,3,female,9
Legana,-41.37,147.04,2004,2004,2,19,2,female,9
Legana,-41.37,147.04,2004,2004,2,19,3,female,14
Legana,-41.37,147.04,2004,2004,2,20,3,female,12
Legana,-41.37,147.04,2004,2004,3,3,2,female,8
Legana,-41.37,147.04,2004,2004,3,5,2,female,8
Legana,-41.37,147.04,2004,2004,3,6,3,female,7
Legana,-41.37,147.04,2004,2004,3,7,2,female,9
Legana,-41.37,147.04,2004,2004,3,7,3,female,11
Legana,-41.37,147.04,2004,2004,3,8,1,female,10
Legana,-41.37,147.04,2004,2004,3,8,2,female,6
Legana,-41.37,147.04,2004,2004,3,9,1,female,12
Legana,-41.37,147.04,2004,2004,3,9,2,female,11
Legana,-41.37,147.04,2004,2004,3,10,2,female,9
Legana,-41.37,147.04,2004,2004,3,13,1,female,9
Legana,-41.37,147.04,2004,2004,3,13,2,female,10
Legana,-41.37,147.04,2004,2004,3,14,2,female,10
Legana,-41.37,147.04,2004,2004,3,15,1,female,3
Legana,-41.37,147.04,2004,2004,3,15,2,female,9
Legana,-41.37,147.04,2004,2004,3,16,1,female,11
Legana,-41.37,147.04,2004,2004,3,16,2,female,10
Legana,-41.37,147.04,2004,2004,3,17,1,female,10
Legana,-41.37,147.04,2004,2004,3,17,2,female,8
Legana,-41.37,147.04,2004,2004,3,19,1,female,14
Legana,-41.37,147.04,2004,2004,3,19,2,female,8
Legana,-41.37,147.04,2004,2004,3,20,2,female,12
Sorell,-42.77,147.58,2004,2004,1,2,1,female,6
Sorell,-42.77,147.58,2004,2004,1,3,1,female,15
Sorell,-42.77,147.58,2004,2004,1,3,2,female,13
Sorell,-42.77,147.58,2004,2004,1,4,1,female,10
Sorell,-42.77,147.58,2004,2004,1,4,2,female,9
Sorell,-42.77,147.58,2004,2004,1,5,1,female,9
Sorell,-42.77,147.58,2004,2004,1,7,1,female,14
Sorell,-42.77,147.58,2004,2004,1,8,1,female,12
Sorell,-42.77,147.58,2004,2004,1,9,1,female,11
Sorell,-42.77,147.58,2004,2004,1,9,2,female,19
Sorell,-42.77,147.58,2004,2004,1,11,1,female,14
Sorell,-42.77,147.58,2004,2004,1,11,2,female,15
Sorell,-42.77,147.58,2004,2004,1,14,1,female,11
Sorell,-42.77,147.58,2004,2004,1,15,1,female,12
Sorell,-42.77,147.58,2004,2004,1,16,1,female,13
Sorell,-42.77,147.58,2004,2004,1,16,2,female,10
Sorell,-42.77,147.58,2004,2004,1,17,1,female,10
Sorell,-42.77,147.58,2004,2004,1,18,2,female,10
Sorell,-42.77,147.58,2004,2004,1,19,1,female,17
Sorell,-42.77,147.58,2004,2004,1,20,1,female,7
Sorell,-42.77,147.58,2004,2004,2,2,1,female,11
Sorell,-42.77,147.58,2004,2004,2,2,2,female,10
Sorell,-42.77,147.58,2004,2004,2,3,3,female,19
Sorell,-42.77,147.58,2004,2004,2,4,1,female,12
Sorell,-42.77,147.58,2004,2004,2,4,3,female,17
Sorell,-42.77,147.58,2004,2004,2,5,1,female,10
Sorell,-42.77,147.58,2004,2004,2,5,3,female,10
Sorell,-42.77,147.58,2004,2004,2,7,1,female,13
Sorell,-42.77,147.58,2004,2004,2,7,2,female,13
Sorell,-42.77,147.58,2004,2004,2,8,1,female,12
Sorell,-42.77,147.58,2004,2004,2,8,2,female,11
Sorell,-42.77,147.58,2004,2004,2,9,3,female,9
Sorell,-42.77,147.58,2004,2004,2,11,3,female,14
Sorell,-42.77,147.58,2004,2004,2,14,2,female,16
Sorell,-42.77,147.58,2004,2004,2,14,3,female,9
Sorell,-42.77,147.58,2004,2004,2,15,1,female,7
Sorell,-42.77,147.58,2004,2004,2,15,3,female,13
Sorell,-42.77,147.58,2004,2004,2,16,3,female,16
Sorell,-42.77,147.58,2004,2004,2,17,2,female,12
Sorell,-42.77,147.58,2004,2004,2,17,3,female,16
Sorell,-42.77,147.58,2004,2004,2,18,1,female,11
Sorell,-42.77,147.58,2004,2004,2,18,3,female,10
Sorell,-42.77,147.58,2004,2004,2,19,1,female,11
Sorell,-42.77,147.58,2004,2004,2,19,2,female,14
Sorell,-42.77,147.58,2004,2004,2,20,1,female,11
Sorell,-42.77,147.58,2004,2004,2,20,3,female,11
Sorell,-42.77,147.58,2004,2004,3,2,2,female,9
Sorell,-42.77,147.58,2004,2004,3,3,2,female,6
Sorell,-42.77,147.58,2004,2004,3,4,2,female,13
Sorell,-42.77,147.58,2004,2004,3,5,2,female,7
Sorell,-42.77,147.58,2004,2004,3,7,2,female,8
Sorell,-42.77,147.58,2004,2004,3,7,2,female,14
Sorell,-42.77,147.58,2004,2004,3,8,2,female,5
Sorell,-42.77,147.58,2004,2004,3,9,1,female,16
Sorell,-42.77,147.58,2004,2004,3,9,2,female,8
Sorell,-42.77,147.58,2004,2004,3,11,1,female,5
Sorell,-42.77,147.58,2004,2004,3,11,2,female,17
Sorell,-42.77,147.58,2004,2004,3,14,1,female,8
Sorell,-42.77,147.58,2004,2004,3,14,2,female,10
Sorell,-42.77,147.58,2004,2004,3,15,2,female,15
Sorell,-42.77,147.58,2004,2004,3,16,1,female,8
Sorell,-42.77,147.58,2004,2004,3,16,2,female,7
Sorell,-42.77,147.58,2004,2004,3,17,1,female,5
Sorell,-42.77,147.58,2004,2004,3,18,2,female,13
Sorell,-42.77,147.58,2004,2004,3,19,2,female,8
Sorell,-42.77,147.58,2004,2004,3,20,2,female,10
