Species,Population,Latitude,Longitude,Year_start,Year_end,Fly_number,Sex,Wing_area,Wing_shape,Wing_vein_ratio,Asymmetry_wing_area,Asymmetry_wing_shape,Asymmetry_wing_vein_ratio
D._aldrichi,Binjour,-25.52,151.45,1994,1994,0,female,0.900,2.244,2.618,0.023,0.033,0.162
D._aldrichi,Binjour,-25.52,151.45,1994,1994,1,female,0.953,2.237,2.428,0.016,0.030,0.092
D._aldrichi,Binjour,-25.52,151.45,1994,1994,2,female,0.952,2.224,2.563,0.042,0.080,0.060
D._aldrichi,Binjour,-25.52,151.45,1994,1994,3,female,0.773,2.304,2.722,0.029,0.132,0.036
D._aldrichi,Binjour,-25.52,151.45,1994,1994,4,female,1.055,2.173,2.560,0.011,0.000,0.149
D._aldrichi,Binjour,-25.52,151.45,1994,1994,5,female,0.822,,,,,
D._aldrichi,Binjour,-25.52,151.45,1994,1994,6,female,0.916,2.129,2.480,0.023,0.061,0.111
D._aldrichi,Binjour,-25.52,151.45,1994,1994,7,female,0.903,2.279,2.609,0.008,0.047,0.278
D._aldrichi,Binjour,-25.52,151.45,1994,1994,8,female,0.883,2.258,2.355,0.016,0.005,0.053
D._aldrichi,Binjour,-25.52,151.45,1994,1994,9,female,0.753,2.172,3.023,0.013,0.002,0.192
D._aldrichi,Binjour,-25.52,151.45,1994,1994,10,female,0.826,,2.646,,,
D._aldrichi,Binjour,-25.52,151.45,1994,1994,11,female,0.747,2.277,2.748,0.050,0.062,0.117
D._aldrichi,Binjour,-25.52,151.45,1994,1994,12,female,0.781,2.219,2.433,0.015,0.021,0.064
D._aldrichi,Binjour,-25.52,151.45,1994,1994,13,female,0.730,2.322,,,,
D._aldrichi,Binjour,-25.52,151.45,1994,1994,14,female,0.907,2.259,2.582,,,
D._aldrichi,Binjour,-25.52,151.45,1994,1994,15,female,0.946,2.159,2.380,,,
D._aldrichi,Binjour,-25.52,151.45,1994,1994,16,female,0.822,2.207,2.779,0.017,0.014,0.059
D._aldrichi,Binjour,-25.52,151.45,1994,1994,17,female,0.780,2.296,2.656,0.023,0.040,0.110
D._aldrichi,Binjour,-25.52,151.45,1994,1994,18,female,0.883,2.181,2.701,0.027,0.001,0.065
D._aldrichi,Binjour,-25.52,151.45,1994,1994,19,female,0.803,2.263,2.492,0.036,0.023,0.099
D._aldrichi,Binjour,-25.52,151.45,1994,1994,20,female,0.898,,2.543,,,0.025
D._aldrichi,Binjour,-25.52,151.45,1994,1994,21,female,0.724,2.240,2.393,0.029,0.098,0.141
D._aldrichi,Binjour,-25.52,151.45,1994,1994,22,female,1.037,2.178,2.556,0.014,0.015,0.117
D._aldrichi,Binjour,-25.52,151.45,1994,1994,23,female,0.888,2.244,2.610,0.007,0.008,0.043
D._aldrichi,Binjour,-25.52,151.45,1994,1994,24,female,1.003,2.345,2.576,0.012,0.008,0.115
D._aldrichi,Binjour,-25.52,151.45,1994,1994,25,female,0.947,2.243,2.708,0.016,0.021,0.030
D._aldrichi,Binjour,-25.52,151.45,1994,1994,26,female,0.782,2.355,2.110,,,
D._aldrichi,Binjour,-25.52,151.45,1994,1994,27,female,1.006,,,,,
D._aldrichi,Binjour,-25.52,151.45,1994,1994,28,female,0.684,2.270,2.695,0.009,0.000,0.111
D._aldrichi,Binjour,-25.52,151.45,1994,1994,29,female,0.846,2.219,2.669,0.005,0.093,0.127
D._aldrichi,Binjour,-25.52,151.45,1994,1994,30,female,0.790,,2.778,,,0.070
D._aldrichi,Binjour,-25.52,151.45,1994,1994,31,female,1.049,2.245,2.460,0.032,0.004,0.025
D._aldrichi,Binjour,-25.52,151.45,1994,1994,32,female,0.558,2.203,2.847,0.007,0.082,0.018
D._aldrichi,Binjour,-25.52,151.45,1994,1994,33,female,0.966,2.135,2.529,0.010,0.000,0.276
D._aldrichi,Binjour,-25.52,151.45,1994,1994,34,female,0.920,2.305,2.321,0.035,0.021,0.108
D._aldrichi,Binjour,-25.52,151.45,1994,1994,35,female,0.919,2.290,2.426,0.035,0.014,0.148
D._aldrichi,Binjour,-25.52,151.45,1994,1994,36,female,0.959,2.161,2.500,0.046,0.062,0.003
D._aldrichi,Binjour,-25.52,151.45,1994,1994,37,female,0.704,2.412,2.297,,,
D._aldrichi,Binjour,-25.52,151.45,1994,1994,38,female,1.008,2.258,2.525,0.022,0.021,0.002
D._aldrichi,Binjour,-25.52,151.45,1994,1994,39,female,0.938,2.144,2.559,0.009,0.026,0.193
D._aldrichi,Binjour,-25.52,151.45,1994,1994,40,female,0.839,2.268,2.701,0.004,0.067,0.104
D._aldrichi,Binjour,-25.52,151.45,1994,1994,41,female,0.945,2.209,2.840,,,
D._aldrichi,Binjour,-25.52,151.45,1994,1994,42,female,0.910,2.152,2.533,0.010,0.037,0.082
D._aldrichi,Binjour,-25.52,151.45,1994,1994,43,female,0.711,,2.600,,,0.066
D._aldrichi,Binjour,-25.52,151.45,1994,1994,44,female,0.950,2.111,2.176,0.007,0.023,0.042
D._aldrichi,Binjour,-25.52,151.45,1994,1994,45,female,0.979,2.194,2.278,0.019,0.062,0.075
D._aldrichi,Binjour,-25.52,151.45,1994,1994,46,female,0.793,2.339,2.677,0.010,0.012,0.015
D._aldrichi,Binjour,-25.52,151.45,1994,1994,47,female,0.761,,,,,
D._aldrichi,Binjour,-25.52,151.45,1994,1994,48,female,0.744,,2.667,,,
D._aldrichi,Binjour,-25.52,151.45,1994,1994,49,female,0.810,2.200,2.596,0.038,0.001,0.084
D._aldrichi,Binjour,-25.52,151.45,1994,1994,50,male,0.852,2.072,2.436,0.025,0.066,0.126
D._aldrichi,Binjour,-25.52,151.45,1994,1994,51,male,0.866,2.136,2.439,0.030,0.026,0.185
D._aldrichi,Binjour,-25.52,151.45,1994,1994,52,male,0.799,2.240,2.508,0.025,0.079,0.299
D._aldrichi,Binjour,-25.52,151.45,1994,1994,53,male,0.846,2.208,2.481,0.006,0.011,0.096
D._aldrichi,Binjour,-25.52,151.45,1994,1994,54,male,0.850,2.223,2.648,0.016,0.046,0.223
D._aldrichi,Binjour,-25.52,151.45,1994,1994,55,male,0.765,2.244,2.385,0.012,0.067,0.104
D._aldrichi,Binjour,-25.52,151.45,1994,1994,56,male,0.759,2.275,2.600,,,
D._aldrichi,Binjour,-25.52,151.45,1994,1994,57,male,0.741,2.146,2.562,0.034,0.066,0.159
D._aldrichi,Binjour,-25.52,151.45,1994,1994,58,male,0.753,2.187,2.403,0.034,0.056,0.260
D._aldrichi,Binjour,-25.52,151.45,1994,1994,59,male,0.642,2.210,2.808,0.031,0.047,0.019
D._aldrichi,Binjour,-25.52,151.45,1994,1994,60,male,0.773,2.109,2.627,0.029,0.069,0.029
D._aldrichi,Binjour,-25.52,151.45,1994,1994,61,male,0.821,2.188,2.590,0.010,0.023,0.066
D._aldrichi,Binjour,-25.52,151.45,1994,1994,62,male,0.584,2.294,2.835,0.011,0.040,0.020
D._aldrichi,Binjour,-25.52,151.45,1994,1994,63,male,0.883,2.177,2.513,0.007,0.037,0.110
D._aldrichi,Binjour,-25.52,151.45,1994,1994,64,male,0.801,2.195,2.564,0.021,0.001,0.262
D._aldrichi,Binjour,-25.52,151.45,1994,1994,65,male,0.632,2.237,2.601,0.006,0.049,0.075
D._aldrichi,Binjour,-25.52,151.45,1994,1994,66,male,0.873,2.126,2.663,0.014,0.025,0.023
D._aldrichi,Binjour,-25.52,151.45,1994,1994,67,male,0.747,2.203,2.532,0.001,0.033,0.077
D._aldrichi,Binjour,-25.52,151.45,1994,1994,68,male,0.760,2.194,2.682,0.006,0.013,0.053
D._aldrichi,Binjour,-25.52,151.45,1994,1994,69,male,0.889,2.192,2.486,0.025,0.027,0.035
D._aldrichi,Binjour,-25.52,151.45,1994,1994,70,male,0.812,2.305,2.668,0.013,0.043,0.023
D._aldrichi,Binjour,-25.52,151.45,1994,1994,71,male,0.915,2.205,2.502,0.002,0.004,0.044
D._aldrichi,Binjour,-25.52,151.45,1994,1994,72,male,0.810,2.265,,,,
D._aldrichi,Binjour,-25.52,151.45,1994,1994,73,male,0.671,2.275,2.564,0.016,0.030,0.227
D._aldrichi,Binjour,-25.52,151.45,1994,1994,74,male,0.801,2.211,2.426,0.052,0.032,0.058
D._aldrichi,Binjour,-25.52,151.45,1994,1994,75,male,0.774,2.319,2.566,0.005,0.004,0.030
D._aldrichi,Binjour,-25.52,151.45,1994,1994,76,male,0.672,2.253,2.474,0.025,0.018,0.193
D._aldrichi,Binjour,-25.52,151.45,1994,1994,77,male,0.859,2.173,3.022,0.018,0.037,0.061
D._aldrichi,Binjour,-25.52,151.45,1994,1994,78,male,0.543,2.283,2.648,0.015,0.055,0.131
D._aldrichi,Binjour,-25.52,151.45,1994,1994,79,male,0.809,2.308,2.526,0.003,0.108,0.075
D._aldrichi,Binjour,-25.52,151.45,1994,1994,80,male,0.693,2.254,2.724,,,
D._aldrichi,Binjour,-25.52,151.45,1994,1994,81,male,0.658,2.214,2.988,0.024,0.090,0.109
D._aldrichi,Binjour,-25.52,151.45,1994,1994,82,male,0.792,2.190,2.469,0.005,0.080,0.003
D._aldrichi,Binjour,-25.52,151.45,1994,1994,83,male,0.775,2.244,2.423,0.029,0.018,0.029
D._aldrichi,Binjour,-25.52,151.45,1994,1994,84,male,0.875,2.166,2.454,0.039,0.048,0.147
D._aldrichi,Binjour,-25.52,151.45,1994,1994,85,male,0.610,,2.788,,,0.071
D._aldrichi,Binjour,-25.52,151.45,1994,1994,86,male,0.749,2.103,2.588,0.008,0.033,0.117
D._aldrichi,Binjour,-25.52,151.45,1994,1994,87,male,0.705,2.214,2.584,,,
D._aldrichi,Binjour,-25.52,151.45,1994,1994,88,male,0.816,,2.574,,,0.150
D._aldrichi,Binjour,-25.52,151.45,1994,1994,89,male,0.906,2.257,2.562,0.025,0.022,0.190
D._aldrichi,Binjour,-25.52,151.45,1994,1994,90,male,0.879,2.236,2.654,,,
D._aldrichi,Binjour,-25.52,151.45,1994,1994,91,male,0.810,2.165,2.488,0.016,0.038,0.263
D._aldrichi,Binjour,-25.52,151.45,1994,1994,92,male,0.798,2.218,2.288,0.013,0.030,0.053
D._aldrichi,Binjour,-25.52,151.45,1994,1994,93,male,0.815,2.143,2.487,,,
D._aldrichi,Binjour,-25.52,151.45,1994,1994,94,male,0.789,2.228,2.617,0.027,0.035,0.116
D._aldrichi,Binjour,-25.52,151.45,1994,1994,95,male,0.740,2.188,2.624,0.017,0.120,0.117
D._aldrichi,Binjour,-25.52,151.45,1994,1994,96,male,0.675,2.232,2.617,0.019,0.013,0.015
D._aldrichi,Binjour,-25.52,151.45,1994,1994,97,male,0.801,2.212,2.393,0.034,0.021,0.041
D._aldrichi,Binjour,-25.52,151.45,1994,1994,98,male,0.747,2.217,2.685,0.016,0.017,0.055
D._aldrichi,Binjour,-25.52,151.45,1994,1994,99,male,0.774,2.058,2.557,0.001,0.055,0.042
D._aldrichi,Gogango_Creek,-23.77,150.17,1994,1994,0,male,0.772,2.145,2.900,0.013,0.081,0.395
D._aldrichi,Gogango_Creek,-23.77,150.17,1994,1994,1,male,0.774,2.141,2.371,0.014,0.001,0.003
D._aldrichi,Gogango_Creek,-23.77,150.17,1994,1994,2,male,0.713,2.181,2.538,0.007,0.047,0.130
D._aldrichi,Gogango_Creek,-23.77,150.17,1994,1994,3,male,0.584,2.266,2.534,0.023,0.075,0.124
D._aldrichi,Gogango_Creek,-23.77,150.17,1994,1994,4,male,0.649,2.229,2.496,0.021,0.021,0.142
D._aldrichi,Gogango_Creek,-23.77,150.17,1994,1994,5,male,0.717,2.357,2.367,0.003,0.051,0.133
D._aldrichi,Gogango_Creek,-23.77,150.17,1994,1994,6,female,0.000,,2.703,,,
D._aldrichi,Gogango_Creek,-23.77,150.17,1994,1994,7,female,0.750,,2.604,,,0.309
D._aldrichi,Grandchester,-27.68,152.45,1994,1994,0,female,0.922,2.177,2.646,0.025,0.030,0.052
D._aldrichi,Grandchester,-27.68,152.45,1994,1994,1,female,0.905,2.208,2.446,0.013,0.013,0.103
D._aldrichi,Grandchester,-27.68,152.45,1994,1994,2,female,0.882,2.230,2.474,0.015,0.008,0.023
D._aldrichi,Grandchester,-27.68,152.45,1994,1994,3,male,0.800,,2.531,,,
D._aldrichi,Grandchester,-27.68,152.45,1994,1994,4,male,0.785,2.305,2.425,,,
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,0,female,0.836,2.195,2.645,0.042,0.051,0.063
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,1,female,0.862,2.196,2.406,0.018,0.014,0.065
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,2,female,0.000,,,,,
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,3,female,0.909,2.339,2.501,0.009,0.059,0.053
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,4,female,0.860,2.289,2.257,0.033,0.049,0.033
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,5,female,0.828,2.180,2.506,0.018,0.027,0.096
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,6,female,0.965,2.124,2.393,0.004,0.004,0.107
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,7,female,0.866,2.223,2.466,0.007,0.024,0.015
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,8,female,0.864,2.197,2.366,0.005,0.037,0.049
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,9,female,0.959,2.234,2.542,0.013,0.006,0.179
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,10,female,0.833,2.203,2.434,0.012,0.003,0.124
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,11,female,0.877,2.282,2.369,0.012,0.016,0.112
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,12,female,0.985,,,2.385,,0.073
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,13,female,0.834,,,2.481,,
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,14,female,0.904,2.256,2.342,0.023,0.039,0.070
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,15,female,0.915,2.295,2.844,,,
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,16,female,0.900,2.228,2.704,,,
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,17,female,0.881,2.194,2.498,0.018,0.005,0.052
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,18,female,0.809,2.191,2.600,0.029,0.062,0.164
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,19,female,0.887,2.236,2.383,0.006,0.004,0.124
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,20,female,0.944,2.175,2.562,0.001,0.045,0.189
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,21,female,0.886,2.206,2.280,0.015,0.026,0.053
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,22,female,0.923,2.219,2.532,0.001,0.045,0.053
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,23,female,0.826,2.246,2.435,0.012,0.045,0.265
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,24,female,0.879,2.207,2.434,0.011,0.014,0.005
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,25,female,0.905,2.243,2.483,0.008,0.005,0.257
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,26,female,0.817,2.254,2.701,0.031,0.037,0.098
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,27,female,0.910,2.255,2.293,0.020,0.005,0.017
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,28,female,0.787,2.257,2.737,0.025,0.027,0.128
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,29,female,0.914,2.253,2.594,0.006,0.044,0.079
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,30,female,1.020,2.275,2.360,0.034,0.039,0.021
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,31,female,0.871,2.288,2.470,0.014,0.073,0.144
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,32,female,0.779,2.208,2.758,0.025,0.039,0.169
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,33,female,1.014,2.214,2.553,,,
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,34,female,0.764,2.149,2.669,0.031,0.029,0.103
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,35,female,0.757,2.269,2.350,0.027,0.009,0.127
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,36,female,0.844,2.281,2.699,0.002,0.063,0.008
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,37,female,0.918,2.273,2.435,0.021,0.018,0.019
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,38,female,0.775,2.291,2.504,0.048,0.025,0.126
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,39,female,0.916,2.256,2.414,0.001,0.023,0.054
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,40,female,0.895,2.265,2.543,0.006,0.016,0.019
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,41,female,0.780,2.277,2.360,0.019,0.099,0.261
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,42,female,0.826,2.294,2.471,0.060,0.126,0.007
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,43,female,0.821,2.267,2.436,0.004,0.001,0.052
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,44,female,0.742,2.127,2.391,0.023,0.062,0.147
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,45,female,0.834,2.161,2.286,0.011,0.074,0.130
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,46,female,0.956,2.269,2.693,,,
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,47,female,0.898,2.321,2.499,0.010,0.038,0.000
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,50,male,0.806,2.225,2.468,0.042,0.078,0.036
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,51,male,0.775,2.213,2.588,0.000,0.000,0.148
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,52,male,0.754,2.261,2.565,0.046,0.001,0.249
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,53,male,0.805,2.127,2.349,0.014,0.041,0.102
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,54,male,0.770,2.176,2.586,0.033,0.011,0.084
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,55,male,0.678,,,,,
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,56,male,0.785,2.185,2.558,0.013,0.037,0.164
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,57,male,0.746,2.023,2.356,0.028,0.055,0.061
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,58,male,0.761,2.092,2.404,0.008,0.022,0.201
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,59,male,0.691,2.291,2.715,0.011,0.041,0.145
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,60,male,0.800,2.241,2.376,0.033,0.046,0.097
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,61,male,0.801,2.228,2.661,0.001,0.030,0.002
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,62,male,0.598,2.151,2.566,0.011,0.058,0.228
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,63,male,0.702,2.191,2.459,0.016,0.011,0.282
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,64,male,0.556,2.222,2.709,0.008,0.064,0.179
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,65,male,0.794,,,,,
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,66,male,0.860,2.195,2.573,0.040,0.061,0.058
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,67,male,0.770,2.237,2.277,0.013,0.039,0.027
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,68,male,0.740,2.266,2.445,0.024,0.040,0.278
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,69,male,0.794,2.264,2.793,0.033,0.096,0.006
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,70,male,0.774,,2.586,,,0.067
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,71,male,0.778,2.208,2.567,0.061,0.053,0.194
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,72,male,0.848,,2.611,,,0.196
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,73,male,0.704,2.084,2.390,0.048,0.029,0.140
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,74,male,0.796,,2.532,,,0.015
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,75,male,0.813,2.248,2.616,0.046,0.006,0.151
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,76,male,0.838,2.302,2.518,0.033,0.033,0.079
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,77,male,0.869,2.221,2.516,0.037,0.050,0.053
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,78,male,0.925,2.178,2.542,0.021,0.111,0.078
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,79,male,0.803,,2.757,,,
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,80,male,0.701,2.206,2.515,0.001,0.024,0.025
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,81,male,0.684,2.247,2.562,0.044,0.019,0.001
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,82,male,0.772,2.292,2.418,0.034,0.056,0.323
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,83,male,0.793,,2.593,,,0.157
D._aldrichi,Wahruna,-25.2,151.17,1994,1994,0,female,0.873,2.209,2.621,,,
D._aldrichi,Wahruna,-25.2,151.17,1994,1994,1,female,0.862,,2.483,,,0.012
D._aldrichi,Wahruna,-25.2,151.17,1994,1994,2,female,0.938,2.204,2.291,0.017,0.021,0.066
D._aldrichi,Wahruna,-25.2,151.17,1994,1994,3,female,0.892,2.181,2.503,0.049,0.079,0.123
D._aldrichi,Wahruna,-25.2,151.17,1994,1994,4,female,0.833,2.176,2.476,,,
D._aldrichi,Wahruna,-25.2,151.17,1994,1994,5,female,0.854,,2.567,,,0.032
D._aldrichi,Wahruna,-25.2,151.17,1994,1994,6,female,0.878,2.139,2.579,0.017,0.033,0.140
D._aldrichi,Wahruna,-25.2,151.17,1994,1994,7,female,0.960,2.236,2.384,0.047,0.040,0.003
D._aldrichi,Wahruna,-25.2,151.17,1994,1994,8,female,0.827,2.178,2.722,0.094,0.076,0.319
D._aldrichi,Wahruna,-25.2,151.17,1994,1994,9,female,0.798,2.152,2.728,0.005,0.119,0.364
D._aldrichi,Wahruna,-25.2,151.17,1994,1994,10,female,0.755,2.296,2.502,0.012,0.021,0.002
D._aldrichi,Wahruna,-25.2,151.17,1994,1994,11,female,0.956,2.271,2.506,0.020,0.066,0.159
D._aldrichi,Wahruna,-25.2,151.17,1994,1994,12,female,0.908,2.209,2.580,0.034,0.101,0.139
