Population_Code,Population,,Latitude,Longitude,Year_start,Year_end,Altitude,Hibiscus_species,Year_start,Year_end,Sex,Sh8,Sh8,Sh8ii,Sh8ii,Sh9,Sh9,Sh13,Sh13,Sh34d,Sh34d,Sh36c,Sh36c,Sh38d,Sh38d,Sh48,Sh48,Sh49,Sh49,Sh72,Sh72,Sh74,Sh74,Sh78,Sh78,Sh81,Sh81,Sh88,Sh88,Sh89,Sh89,Sh90,Sh90,Sh94,Sh94
PET,Pethericks,,-13.12,130.673,1998,1998,130,petherickii,,,female,171,171,130,130,127,127,86,90,152,152,132,132,112,118,125,125,192,194,161,161,76,76,204,204,135,135,109,117,83,83,134,134,192,198
PET,Pethericks,,-13.12,130.673,1998,1998,130,petherickii,,,female,171,179,130,130,127,127,86,86,152,152,130,132,112,112,125,125,185,188,161,161,76,76,204,204,135,135,115,117,83,83,134,134,190,192
PET,Pethericks,,-13.12,130.673,1998,1998,130,petherickii,,,female,171,179,130,130,127,127,82,82,152,152,132,132,110,112,125,125,194,197,161,161,76,76,204,204,135,135,99,133,83,83,0,0,186,192
PET,Pethericks,,-13.12,130.673,1998,1998,130,petherickii,,,female,175,175,130,130,127,127,72,80,152,152,132,132,112,112,125,125,191,192,161,161,76,76,204,204,135,135,115,117,83,83,134,134,190,190
PET,Pethericks,,-13.12,130.673,1998,1998,130,petherickii,,,female,175,177,130,130,127,127,82,86,154,154,122,132,110,112,125,125,185,191,161,161,76,76,204,204,135,135,99,115,83,83,134,134,190,196
PET,Pethericks,,-13.12,130.673,1998,1998,130,petherickii,,,female,171,177,130,130,127,127,82,90,152,152,132,132,112,112,125,125,185,185,161,161,76,76,204,204,135,135,99,99,83,83,134,134,186,192
PET,Pethericks,,-13.12,130.673,1998,1998,130,petherickii,,,female,171,179,130,130,127,127,82,86,152,154,132,132,110,112,125,125,185,185,161,161,76,76,204,204,135,135,101,111,83,83,134,134,190,190
PET,Pethericks,,-13.12,130.673,1998,1998,130,petherickii,,,female,171,171,130,130,127,127,80,82,152,152,132,132,110,118,125,125,191,191,161,161,76,76,204,204,135,135,99,111,83,83,134,134,190,192
PET,Pethericks,,-13.12,130.673,1998,1998,130,petherickii,,,female,175,177,130,130,127,127,72,86,152,152,130,132,110,112,125,125,190,191,161,161,76,76,204,204,135,135,115,117,83,83,134,134,192,198
PET,Pethericks,,-13.12,130.673,1998,1998,130,petherickii,,,female,171,171,130,130,127,127,86,86,152,154,122,134,112,112,125,125,185,188,161,161,76,76,204,204,135,135,91,117,83,83,134,134,190,192
PET,Pethericks,,-13.12,130.673,1998,1998,130,petherickii,,,female,171,175,130,130,127,127,84,90,152,152,128,132,112,112,125,125,190,190,161,161,76,76,204,204,135,135,99,99,83,83,134,134,190,190
PET,Pethericks,,-13.12,130.673,1998,1998,130,petherickii,,,female,171,171,115,130,127,127,72,86,152,152,122,132,110,112,125,125,194,194,161,161,76,76,204,204,135,135,89,115,83,83,134,134,0,0
PET,Pethericks,,-13.12,130.673,1998,1998,130,petherickii,,,female,171,175,130,130,125,125,86,86,154,154,132,132,110,112,125,125,185,190,161,161,76,76,204,204,135,135,115,117,83,83,134,134,192,192
PET,Pethericks,,-13.12,130.673,1998,1998,130,petherickii,,,female,0,0,130,130,127,127,86,88,152,152,132,132,112,112,125,125,190,194,161,161,76,76,204,204,135,135,99,105,83,83,134,134,190,192
PET,Pethericks,,-13.12,130.673,1998,1998,130,petherickii,,,female,179,181,130,130,127,127,82,82,152,152,132,134,110,112,125,125,191,191,161,161,76,76,204,204,135,135,115,115,83,83,134,134,190,196
PET,Pethericks,,-13.12,130.673,1998,1998,130,petherickii,,,female,177,177,130,130,127,127,72,86,152,152,128,132,112,118,125,125,190,194,161,161,76,76,204,204,135,135,109,111,83,83,134,134,190,192
PET,Pethericks,,-13.12,130.673,1998,1998,130,petherickii,,,female,175,179,130,130,127,127,82,86,152,152,130,132,112,118,125,125,185,185,161,161,76,76,204,204,135,135,101,117,83,83,134,134,0,0
PET,Pethericks,,-13.12,130.673,1998,1998,130,petherickii,,,female,177,177,130,130,125,127,82,86,152,152,132,132,112,112,125,125,190,191,161,161,76,76,204,204,135,135,99,109,83,83,134,134,190,192
PET,Pethericks,,-13.12,130.673,1998,1998,130,petherickii,,,female,175,175,130,130,127,127,82,88,152,152,122,132,110,118,125,125,190,191,161,161,76,76,204,204,135,135,99,117,83,83,134,134,190,192
DDJ,Djarr_Djarr,,-12.515,132.898,1998,1998,15,arnhemensis,,,male,171,179,130,130,127,127,82,86,152,152,122,132,113,118,125,125,190,194,161,161,76,76,204,204,135,135,99,99,83,83,134,134,192,192
DDJ,Djarr_Djarr,,-12.515,132.898,1998,1998,15,arnhemensis,,,male,181,181,130,130,127,127,72,80,152,154,128,132,110,112,125,125,188,190,161,161,76,76,204,204,135,135,99,99,83,83,134,134,190,190
DDJ,Djarr_Djarr,,-12.515,132.898,1998,1998,15,arnhemensis,,,male,179,179,130,130,127,127,80,88,152,152,132,134,110,118,125,125,185,188,161,161,76,76,204,204,135,135,95,115,83,83,134,134,192,192
DDJ,Djarr_Djarr,,-12.515,132.898,1998,1998,15,arnhemensis,,,male,177,179,130,130,127,127,84,88,154,154,132,132,112,112,125,125,185,195,161,161,76,76,204,204,135,135,89,99,83,83,134,134,188,192
DDJ,Djarr_Djarr,,-12.515,132.898,1998,1998,15,arnhemensis,,,male,171,179,130,130,127,127,82,86,152,152,132,132,110,110,125,125,194,196,161,161,76,76,204,204,135,135,89,115,83,83,134,134,190,192
DDJ,Djarr_Djarr,,-12.515,132.898,1998,1998,15,arnhemensis,,,male,179,181,130,130,127,127,80,86,152,152,122,130,112,112,125,125,185,194,161,161,76,76,204,204,135,135,117,119,83,83,0,0,188,188
DDJ,Djarr_Djarr,,-12.515,132.898,1998,1998,15,arnhemensis,,,male,171,171,130,130,127,127,72,82,152,154,122,132,110,112,125,125,190,196,0,0,76,76,204,204,135,135,105,117,83,83,134,134,190,190
DDJ,Djarr_Djarr,,-12.515,132.898,1998,1998,15,arnhemensis,,,male,171,175,130,130,127,127,80,84,152,152,132,132,110,112,125,125,190,191,161,161,76,76,204,204,135,135,105,117,83,83,134,134,188,192
DDJ,Djarr_Djarr,,-12.515,132.898,1998,1998,15,arnhemensis,,,male,177,177,130,130,127,127,82,88,152,152,122,128,110,110,125,125,190,191,161,161,76,76,204,204,135,135,91,105,83,83,134,134,192,192
DDJ,Djarr_Djarr,,-12.515,132.898,1998,1998,15,arnhemensis,,,male,171,179,130,130,127,127,72,82,152,154,132,132,110,112,125,125,194,194,161,161,76,76,204,204,135,135,91,99,83,83,134,134,190,190
DDJ,Djarr_Djarr,,-12.515,132.898,1998,1998,15,arnhemensis,,,male,179,181,130,130,127,127,80,84,152,154,132,132,110,110,125,125,189,191,161,161,76,76,204,204,135,135,99,105,83,83,134,134,192,192
DDJ,Djarr_Djarr,,-12.515,132.898,1998,1998,15,arnhemensis,,,male,171,171,130,130,127,127,80,80,154,154,132,132,112,112,125,125,190,196,161,161,76,76,204,204,135,135,99,99,83,83,134,134,190,190
DDJ,Djarr_Djarr,,-12.515,132.898,1998,1998,15,arnhemensis,,,male,171,171,130,130,127,127,82,86,152,152,132,132,110,112,125,125,191,193,161,161,76,76,204,204,135,135,93,99,83,83,134,134,190,192
DDJ,Djarr_Djarr,,-12.515,132.898,1998,1998,15,arnhemensis,,,male,171,179,130,130,127,127,82,84,152,152,132,132,112,112,125,125,188,190,161,161,76,76,204,204,135,135,117,119,83,83,134,134,192,192
DDJ,Djarr_Djarr,,-12.515,132.898,1998,1998,15,arnhemensis,,,male,179,179,130,130,666,666,82,86,152,152,132,132,110,112,125,125,185,191,161,161,76,76,204,204,135,135,117,117,83,83,134,134,190,196
DDJ,Djarr_Djarr,,-12.515,132.898,1998,1998,15,arnhemensis,,,male,171,179,130,130,127,127,82,82,152,152,132,132,112,112,125,125,188,193,161,161,76,76,204,204,135,135,99,99,83,83,134,134,190,190
DDJ,Djarr_Djarr,,-12.515,132.898,1998,1998,15,arnhemensis,,,male,171,171,130,130,666,666,80,92,152,152,128,132,110,112,125,125,189,191,161,161,76,76,204,204,135,135,93,109,83,83,134,134,192,198
DDJ,Djarr_Djarr,,-12.515,132.898,1998,1998,15,arnhemensis,,,male,171,177,130,130,127,127,80,84,152,154,122,132,110,113,125,125,188,188,161,161,76,76,204,204,135,135,107,115,83,83,134,134,192,200
DDJ,Djarr_Djarr,,-12.515,132.898,1998,1998,15,arnhemensis,,,male,179,179,130,130,666,666,72,86,152,152,128,134,110,110,125,125,185,185,161,161,76,76,204,204,135,135,99,99,83,83,134,134,192,192
DDJ,Djarr_Djarr,,-12.515,132.898,1998,1998,15,arnhemensis,,,male,181,181,130,130,127,127,82,82,152,152,128,132,110,112,125,125,185,191,161,161,76,76,204,204,135,135,99,99,83,83,0,0,190,190
DDJ,Djarr_Djarr,,-12.515,132.898,1998,1998,15,arnhemensis,,,male,179,179,130,130,127,127,82,82,152,152,122,132,112,112,125,125,191,192,161,161,76,76,204,204,135,135,91,115,83,83,134,134,190,190
DDJ,Djarr_Djarr,,-12.515,132.898,1998,1998,15,arnhemensis,,,female,171,179,130,130,127,127,72,82,152,152,130,130,112,118,125,125,185,191,161,161,76,76,204,204,135,135,91,115,83,83,134,134,192,192
DDJ,Djarr_Djarr,,-12.515,132.898,1998,1998,15,arnhemensis,,,female,171,177,130,130,127,127,82,86,152,152,132,132,110,112,125,125,185,196,161,161,76,76,204,204,135,135,91,99,83,83,134,134,190,190
DDJ,Djarr_Djarr,,-12.515,132.898,1998,1998,15,arnhemensis,,,female,171,177,130,130,127,127,86,88,152,152,128,132,112,112,125,125,190,190,161,161,76,76,204,204,135,135,105,117,83,83,134,134,190,192
DDJ,Djarr_Djarr,,-12.515,132.898,1998,1998,15,arnhemensis,,,female,179,179,130,130,127,127,72,80,152,152,132,132,112,112,125,125,191,191,161,161,76,76,204,204,135,135,99,115,83,83,134,134,190,190
DDJ,Djarr_Djarr,,-12.515,132.898,1998,1998,15,arnhemensis,,,female,171,177,130,130,127,127,72,78,152,154,122,122,110,118,125,125,185,194,161,161,76,76,204,204,135,135,99,115,83,83,134,134,190,192
DDJ,Djarr_Djarr,,-12.515,132.898,1998,1998,15,arnhemensis,,,female,175,177,130,130,127,127,82,88,152,152,132,132,110,118,125,125,185,185,161,161,76,76,204,204,135,135,99,115,83,83,134,134,192,192
DDJ,Djarr_Djarr,,-12.515,132.898,1998,1998,15,arnhemensis,,,female,175,179,130,130,127,127,80,80,154,154,122,132,112,112,125,125,185,196,161,161,76,76,204,204,135,135,99,99,83,83,134,134,190,190
DDJ,Djarr_Djarr,,-12.515,132.898,1998,1998,15,arnhemensis,,,female,171,171,130,130,127,127,82,92,152,154,132,132,112,118,125,125,185,194,161,161,76,76,204,204,135,135,99,117,83,83,134,134,190,190
DDJ,Djarr_Djarr,,-12.515,132.898,1998,1998,15,arnhemensis,,,female,175,179,130,130,127,127,72,82,152,152,128,132,112,112,125,125,185,193,161,161,76,76,204,204,135,135,101,117,83,83,134,134,0,0
DDJ,Djarr_Djarr,,-12.515,132.898,1998,1998,15,arnhemensis,,,female,177,179,130,130,127,127,82,86,152,152,132,132,110,118,125,125,190,193,161,161,76,76,204,204,135,135,105,115,83,83,134,134,194,196
DDJ,Djarr_Djarr,,-12.515,132.898,1998,1998,15,arnhemensis,,,female,171,179,130,130,125,127,72,82,152,152,122,122,113,118,125,125,185,191,161,161,76,76,204,204,135,135,99,117,83,83,134,134,190,192
DDJ,Djarr_Djarr,,-12.515,132.898,1998,1998,15,arnhemensis,,,female,171,177,130,130,127,127,72,86,152,152,132,134,112,112,125,125,191,191,161,161,76,76,204,204,135,135,93,105,83,83,134,134,188,192
DDJ,Djarr_Djarr,,-12.515,132.898,1998,1998,15,arnhemensis,,,female,179,179,130,130,127,127,72,80,154,154,132,132,110,110,125,125,185,191,161,161,76,76,204,204,135,135,0,0,83,83,134,134,190,192
DDJ,Djarr_Djarr,,-12.515,132.898,1998,1998,15,arnhemensis,,,female,171,175,130,130,127,127,80,82,152,154,130,132,110,118,125,125,188,191,161,161,76,76,204,204,135,135,99,105,83,83,134,134,190,198
DDJ,Djarr_Djarr,,-12.515,132.898,1998,1998,15,arnhemensis,,,female,175,177,130,130,127,127,86,90,152,154,132,134,110,112,125,125,189,191,161,161,76,76,204,204,135,135,91,115,83,83,134,134,190,192
DDJ,Djarr_Djarr,,-12.515,132.898,1998,1998,15,arnhemensis,,,female,171,175,130,130,127,127,80,86,152,152,128,132,110,112,125,125,187,196,161,161,76,76,204,204,135,135,93,101,83,83,134,134,192,192
DDJ,Djarr_Djarr,,-12.515,132.898,1998,1998,15,arnhemensis,,,female,171,179,130,130,125,127,80,82,152,154,132,134,112,118,125,125,185,191,161,161,76,76,204,204,135,135,93,115,83,83,134,134,192,192
DDJ,Djarr_Djarr,,-12.515,132.898,1998,1998,15,arnhemensis,,,female,179,185,130,130,125,127,80,88,152,154,122,132,110,112,125,125,185,190,161,161,76,76,204,204,135,135,101,115,83,83,134,135,190,190
DDJ,Djarr_Djarr,,-12.515,132.898,1998,1998,15,arnhemensis,,,female,175,177,130,130,127,127,82,84,152,152,122,122,112,112,125,125,191,193,161,161,76,76,204,204,135,135,99,111,83,83,134,134,188,200
DDJ,Djarr_Djarr,,-12.515,132.898,1998,1998,15,arnhemensis,,,female,179,179,130,130,127,127,82,86,152,152,132,132,112,112,125,125,190,190,161,161,76,76,204,204,135,135,93,99,83,83,134,135,188,188
DDJ,Djarr_Djarr,,-12.515,132.898,1998,1998,15,arnhemensis,,,female,171,175,130,130,127,127,82,84,154,154,132,132,112,112,125,125,189,191,161,161,76,76,204,204,135,135,99,115,83,83,134,134,192,192
TJF,Jim_Jim_Falls,,-12.908,132.623,1998,1998,30,meraukensis,,,male,171,171,130,130,127,127,72,72,152,152,122,134,112,112,125,125,185,191,161,161,76,76,204,204,135,135,99,99,83,83,134,134,190,192
TJF,Jim_Jim_Falls,,-12.908,132.623,1998,1998,30,meraukensis,,,male,171,181,130,130,127,127,72,84,152,154,132,132,113,118,125,125,185,194,161,161,76,76,204,204,135,135,99,117,83,83,134,134,192,192
TJF,Jim_Jim_Falls,,-12.908,132.623,1998,1998,30,meraukensis,,,male,171,171,130,130,127,127,72,72,0,0,132,134,112,112,125,125,190,190,161,161,76,76,204,204,135,135,99,115,83,83,134,134,0,0
TJF,Jim_Jim_Falls,,-12.908,132.623,1998,1998,30,meraukensis,,,male,175,179,130,130,127,127,86,90,152,154,122,132,110,110,125,125,185,189,161,161,76,76,204,204,135,135,101,117,83,83,134,134,192,194
TJF,Jim_Jim_Falls,,-12.908,132.623,1998,1998,30,meraukensis,,,male,177,179,130,130,125,125,72,88,152,154,128,132,112,118,125,125,185,191,161,161,76,76,204,204,135,135,99,115,83,83,134,134,196,196
TJF,Jim_Jim_Falls,,-12.908,132.623,1998,1998,30,meraukensis,,,male,171,177,130,130,127,127,82,82,154,154,132,132,110,118,125,125,185,191,161,161,76,76,0,0,135,135,115,115,83,83,134,134,0,0
TJF,Jim_Jim_Falls,,-12.908,132.623,1998,1998,30,meraukensis,,,male,171,171,130,130,127,127,72,84,152,152,132,132,110,113,125,125,185,190,161,161,76,76,204,204,135,135,117,133,83,83,134,134,190,190
TJF,Jim_Jim_Falls,,-12.908,132.623,1998,1998,30,meraukensis,,,male,177,179,130,130,127,127,80,84,152,152,122,134,110,112,125,125,189,197,161,161,76,76,204,204,135,135,101,117,83,83,134,134,192,192
TJF,Jim_Jim_Falls,,-12.908,132.623,1998,1998,30,meraukensis,,,male,179,179,130,130,127,127,80,92,152,154,132,132,110,110,125,125,185,191,161,161,76,76,204,204,135,135,115,115,83,83,134,134,192,192
TJF,Jim_Jim_Falls,,-12.908,132.623,1998,1998,30,meraukensis,,,male,171,171,130,130,127,127,72,72,152,154,122,132,110,118,125,125,190,197,161,161,76,76,204,204,135,135,109,115,83,83,134,134,198,198
TJF,Jim_Jim_Falls,,-12.908,132.623,1998,1998,30,meraukensis,,,male,0,0,130,130,0,0,0,0,0,0,0,0,0,0,125,125,0,0,161,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TJF,Jim_Jim_Falls,,-12.908,132.623,1998,1998,30,meraukensis,,,male,171,179,130,130,125,125,82,84,152,152,132,132,110,118,125,125,185,185,161,161,76,76,204,204,135,135,97,109,83,83,0,0,190,192
TJF,Jim_Jim_Falls,,-12.908,132.623,1998,1998,30,meraukensis,,,male,175,179,129,129,127,127,80,82,152,154,132,132,112,113,125,125,190,193,161,161,76,76,204,204,135,135,99,99,83,83,134,134,190,192
TJF,Jim_Jim_Falls,,-12.908,132.623,1998,1998,30,meraukensis,,,male,179,179,130,130,127,127,80,88,152,152,132,132,112,112,125,125,185,191,161,161,76,76,204,204,135,135,105,117,83,83,666,666,190,192
TJF,Jim_Jim_Falls,,-12.908,132.623,1998,1998,30,meraukensis,,,male,171,171,130,130,127,127,72,72,152,152,128,132,110,112,125,125,188,194,161,161,76,76,204,204,135,135,105,111,83,83,134,134,0,0
TJF,Jim_Jim_Falls,,-12.908,132.623,1998,1998,30,meraukensis,,,male,177,177,130,130,127,127,72,80,152,152,132,132,112,112,125,125,191,197,161,161,76,76,204,204,135,135,99,117,83,83,133,135,192,192
TJF,Jim_Jim_Falls,,-12.908,132.623,1998,1998,30,meraukensis,,,male,179,179,130,130,127,127,82,88,152,152,132,134,110,110,125,125,185,188,161,161,0,0,204,204,0,0,99,115,83,83,134,134,192,192
TJF,Jim_Jim_Falls,,-12.908,132.623,1998,1998,30,meraukensis,,,male,171,177,130,130,127,127,84,86,152,152,132,132,112,112,125,125,190,190,161,161,76,76,204,204,135,135,105,117,83,83,134,134,190,190
TJF,Jim_Jim_Falls,,-12.908,132.623,1998,1998,30,meraukensis,,,male,171,177,130,130,127,127,72,86,152,152,132,132,112,112,125,125,191,195,161,161,76,76,204,204,135,135,99,117,83,83,134,134,190,192
TJF,Jim_Jim_Falls,,-12.908,132.623,1998,1998,30,meraukensis,,,male,177,181,130,130,127,127,80,86,152,152,122,132,112,112,125,125,185,191,161,161,76,76,204,204,135,135,99,115,83,83,134,134,190,198
TJF,Jim_Jim_Falls,,-12.908,132.623,1998,1998,30,meraukensis,,,male,167,175,130,130,127,127,72,80,152,152,132,132,118,118,125,125,185,191,161,161,76,76,204,204,135,135,115,115,83,83,134,134,190,190
TJF,Jim_Jim_Falls,,-12.908,132.623,1998,1998,30,meraukensis,,,female,171,179,130,130,127,127,80,82,152,152,132,132,110,113,125,125,197,197,161,161,76,76,204,204,135,135,91,99,83,83,134,134,190,192
TJF,Jim_Jim_Falls,,-12.908,132.623,1998,1998,30,meraukensis,,,female,177,179,130,130,127,127,72,72,152,152,128,132,110,112,125,125,188,188,161,161,76,76,0,0,135,135,91,111,83,83,133,134,192,198
TJF,Jim_Jim_Falls,,-12.908,132.623,1998,1998,30,meraukensis,,,female,175,177,130,130,127,127,72,72,152,154,132,134,112,112,125,125,190,190,161,161,76,76,204,204,135,135,91,115,83,83,134,134,192,192
TJF,Jim_Jim_Falls,,-12.908,132.623,1998,1998,30,meraukensis,,,female,171,177,130,130,127,127,82,88,152,152,132,132,112,112,125,125,191,197,161,161,76,76,204,204,135,135,115,117,83,83,134,134,192,192
TJF,Jim_Jim_Falls,,-12.908,132.623,1998,1998,30,meraukensis,,,female,175,179,130,130,127,127,82,84,152,152,132,132,112,112,125,125,185,191,161,161,76,76,204,204,135,135,91,117,83,83,134,134,186,186
TJF,Jim_Jim_Falls,,-12.908,132.623,1998,1998,30,meraukensis,,,female,171,181,130,130,127,127,84,88,152,154,130,132,110,110,125,125,191,191,161,161,76,76,204,204,135,135,107,115,83,83,134,134,0,0
TJF,Jim_Jim_Falls,,-12.908,132.623,1998,1998,30,meraukensis,,,female,175,179,130,130,127,127,80,90,152,152,130,132,112,112,125,125,185,194,161,161,76,76,204,204,135,135,111,115,83,83,134,134,192,198
TJF,Jim_Jim_Falls,,-12.908,132.623,1998,1998,30,meraukensis,,,female,181,181,130,130,127,127,72,86,152,154,132,134,110,112,125,125,185,185,161,161,76,76,204,206,135,135,117,117,83,83,134,135,190,192
TJF,Jim_Jim_Falls,,-12.908,132.623,1998,1998,30,meraukensis,,,female,171,171,130,130,127,127,80,86,152,154,128,132,110,118,125,125,189,190,161,161,76,76,204,204,135,135,93,115,83,83,134,134,190,190
TJF,Jim_Jim_Falls,,-12.908,132.623,1998,1998,30,meraukensis,,,female,171,183,130,130,127,127,80,82,152,152,132,132,112,118,125,125,194,197,161,161,76,76,204,204,135,135,101,117,83,83,134,134,190,190
TJF,Jim_Jim_Falls,,-12.908,132.623,1998,1998,30,meraukensis,,,female,171,179,130,130,127,127,72,72,152,152,132,132,110,118,125,125,190,190,161,161,76,76,204,204,135,135,89,115,83,83,0,0,192,192
TJF,Jim_Jim_Falls,,-12.908,132.623,1998,1998,30,meraukensis,,,female,171,179,130,130,127,127,72,82,152,152,122,132,110,110,125,125,191,191,161,161,76,76,204,204,135,135,101,117,83,83,134,134,186,192
TJF,Jim_Jim_Falls,,-12.908,132.623,1998,1998,30,meraukensis,,,female,179,179,130,130,127,127,86,88,152,154,122,132,110,112,125,125,194,197,161,161,76,76,204,204,135,135,99,105,83,83,134,134,190,192
TJF,Jim_Jim_Falls,,-12.908,132.623,1998,1998,30,meraukensis,,,female,175,179,130,130,127,127,82,86,152,152,122,130,112,112,125,125,185,192,161,161,76,76,204,204,135,135,91,91,83,83,134,134,190,190
TJF,Jim_Jim_Falls,,-12.908,132.623,1998,1998,30,meraukensis,,,female,179,179,130,130,127,127,80,82,152,152,122,130,110,112,125,125,185,191,161,161,76,76,204,204,135,135,115,133,83,83,134,134,192,192
TJF,Jim_Jim_Falls,,-12.908,132.623,1998,1998,30,meraukensis,,,female,171,177,130,130,125,127,80,82,152,152,132,132,112,112,125,125,191,191,161,161,76,76,204,204,135,135,115,117,83,83,134,134,192,200
TJF,Jim_Jim_Falls,,-12.908,132.623,1998,1998,30,meraukensis,,,female,175,175,130,130,127,127,86,90,152,152,132,132,110,118,125,125,185,187,161,161,76,76,204,204,135,135,91,117,83,83,134,134,192,192
TJF,Jim_Jim_Falls,,-12.908,132.623,1998,1998,30,meraukensis,,,female,171,179,130,130,127,127,80,88,152,152,122,128,112,112,125,125,185,191,161,161,76,76,204,204,135,135,117,117,83,83,134,134,186,190
TJF,Jim_Jim_Falls,,-12.908,132.623,1998,1998,30,meraukensis,,,female,171,179,130,130,125,127,72,82,152,152,132,132,112,112,125,125,197,197,161,161,76,76,204,204,135,135,101,107,83,83,134,134,192,192
TJF,Jim_Jim_Falls,,-12.908,132.623,1998,1998,30,meraukensis,,,female,175,175,130,130,127,127,80,80,152,152,128,128,112,112,125,125,191,191,161,161,76,76,204,204,135,135,115,115,83,83,134,134,190,192
TJF,Jim_Jim_Falls,,-12.908,132.623,1998,1998,30,meraukensis,,,female,179,179,130,130,127,127,88,92,152,154,122,128,112,112,125,125,191,194,161,161,76,76,204,204,135,135,115,117,83,83,134,134,186,196
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
